id,sector,region,nivel_educacion,tipo_negocio,estado_civil_inicio,edad_inicio,anos_primer_millon,anos_trayectoria_total,capital_inicial_usd,patrimonio_m_usd,roi_anualizado_pct,horas_sem_pico,sacrificio_familia,sacrificio_salud,sacrificio_amor_pareja,sacrificio_amigos,sacrificio_ocio_hobbies,sacrificio_sueno,sacrificio_total,score_disciplina,score_conocimiento,score_red_contactos,score_vision,score_resiliencia,divorcios_num,hijos_num,sueno_horas_noche,ejercicio_dias_sem,empleos_generados,score_exito,bienestar_psicologico,satisfaccion_vida,attr_disciplina_pct,attr_oportunidad_pct,attr_conocimiento_pct,attr_red_pct,attr_trabajo_duro_pct,attr_vision_pct,attr_suerte_pct,attr_capital_inicial_pct
SUJ-2021,Salud/Farma,Bucaramanga,Maestría,Empresa propia,Soltero,30,1,8,1437,6.22,34.1,44,3.8,2.7,6.5,3.6,7.3,5.5,4.9,7.8,22,7.6,8.0,7.7,2,1,6.7,3.8,49,32.7,61,73,29.7,19.7,20.7,11.1,10.0,4.0,3.4,1.4
SUJ-2022,Manufactura,Buenos Aires,Maestría,Holding,Unión libre,24,13,22,11263,1.0,4.0,95,10.0,9.3,9.2,7.8,7.9,7.1,8.55,10.0,25,7.3,7.6,7.5,2,3,4.7,3.9,29,21.6,35,75,33.4,18.2,15.1,13.0,11.5,5.4,3.5,-0.1
SUJ-2023,Agroindustria,Monterrey,Universitario,Startup escalada,Casado,25,11,16,500,1.59,23.8,79,7.3,5.6,6.4,5.0,8.9,6.9,6.68,8.4,7,3.9,9.2,9.8,0,2,7.1,3.1,11,23.5,53,72,27.0,20.6,11.5,22.9,9.6,4.7,3.5,0.2
SUJ-2024,Tecnología,Lima,Universitario,Franquicia,Soltero,32,5,9,1296,1.41,69.5,56,6.6,5.0,4.2,4.5,6.5,6.5,5.55,5.2,20,1.4,10.0,5.2,0,0,4.9,2.5,18,33.0,60,62,27.3,32.0,11.4,5.2,10.4,6.0,5.6,2.1
SUJ-2025,Retail/Comercio,Cali,Doctorado,E-commerce,Soltero,23,10,16,2629,3.87,26.3,65,6.3,6.7,5.9,5.8,5.1,5.4,5.87,6.8,13,3.5,8.1,9.7,3,1,6.0,1.3,8,24.5,52,52,20.9,24.6,11.8,16.6,11.9,11.1,0.9,2.2
SUJ-2026,Finanzas,Santiago,Posgrado,Empresa propia,Unión libre,22,6,9,12720,1.0,51.1,50,5.5,6.2,7.2,1.9,4.9,4.2,4.98,9.4,28,8.2,8.6,4.5,1,1,5.1,3.8,23,24.5,72,71,19.7,33.4,17.3,6.6,6.9,10.1,2.7,3.3
SUJ-2027,Inmuebles,Bogotá,Universitario,E-commerce,Casado,24,4,11,15184,5.21,55.6,62,8.9,6.0,6.2,5.2,7.7,7.9,6.98,8.1,18,5.9,9.1,8.4,1,5,6.5,1.4,7,33.1,65,67,25.7,21.9,16.6,11.9,12.7,9.3,0.6,1.3
SUJ-2028,Salud/Farma,Barranquilla,Posgrado,Empresa propia,Soltero,23,4,9,1991,1.32,41.5,71,6.7,3.4,8.8,3.9,9.6,6.1,6.42,9.3,22,4.3,6.4,7.1,2,0,6.3,0.7,16,26.5,69,69,28.8,17.5,11.4,16.8,7.9,5.3,9.5,2.8
SUJ-2029,Finanzas,Santiago,Posgrado,E-commerce,Soltero,28,6,10,805,1.0,16.9,94,8.0,7.7,10.0,6.6,10.0,10.0,8.72,8.2,20,8.1,4.8,6.5,3,1,5.4,2.8,8,18.4,35,63,30.3,16.1,17.8,14.3,10.9,7.9,0.0,2.7
SUJ-2030,Manufactura,Lima,Técnico,Holding,Soltero,33,5,11,15068,11.87,17.2,106,10.0,9.6,10.0,7.7,10.0,10.0,9.55,9.2,14,4.9,8.3,10.0,0,2,3.9,2.6,43,33.2,21,61,26.0,29.2,7.7,5.5,15.3,11.0,3.7,1.6
SUJ-2031,Tecnología,Buenos Aires,Maestría,Startup escalada,Casado,28,7,16,8384,5.35,48.4,79,9.3,6.9,7.3,3.5,8.6,8.6,7.37,8.4,31,8.3,8.4,6.1,1,1,4.7,0.9,23,37.7,42,62,29.8,2.4,21.0,16.7,13.4,5.1,7.3,4.3
SUJ-2032,Manufactura,Santiago,Universitario,Franquicia,Unión libre,25,13,14,1374,1.34,29.2,51,3.9,5.5,4.4,3.9,7.0,5.6,5.05,7.8,34,6.2,7.9,5.9,1,1,3.0,5.4,11,24.4,56,62,27.8,15.5,13.4,13.2,9.1,12.4,5.2,3.4
SUJ-2033,Retail/Comercio,Bogotá,Bachillerato,Startup escalada,Casado,29,15,22,6526,2.06,27.5,104,10.0,7.6,10.0,5.9,10.0,10.0,8.92,8.5,9,2.5,8.6,6.4,1,1,4.6,4.9,19,22.2,26,52,18.8,27.1,20.8,7.4,12.4,9.0,3.6,0.9
SUJ-2034,Salud/Farma,Santiago,Maestría,E-commerce,Soltero,30,2,2,16469,3.28,19.4,48,6.2,4.7,3.9,2.3,6.3,5.9,4.88,3.7,19,7.7,8.9,10.0,1,2,5.4,1.2,3,17.9,58,54,22.7,13.6,18.2,13.8,11.9,9.3,5.9,4.6
SUJ-2035,Manufactura,Cali,Universitario,Startup escalada,Casado,29,8,13,576,4.58,16.6,84,10.0,7.9,8.1,6.5,10.0,7.9,8.4,6.3,21,6.5,7.3,8.0,2,2,4.4,1.7,3,21.5,46,59,34.1,18.7,12.9,15.4,4.8,10.5,1.6,2.0
SUJ-2036,Finanzas,São Paulo,Técnico,Franquicia,Soltero,21,7,15,699,5.94,28.0,73,7.1,8.2,6.0,7.1,7.0,7.2,7.1,8.7,3,7.2,7.9,7.7,2,3,5.5,2.3,9,26.1,49,69,19.1,24.0,14.4,12.5,17.4,6.2,4.1,2.3
SUJ-2037,Tecnología,Caracas,Posgrado,Empresa propia,Soltero,28,9,19,2557,2.33,38.3,89,10.0,6.6,7.9,7.8,9.7,9.1,8.52,4.9,23,5.3,5.9,6.3,1,2,6.9,5.4,6,19.2,41,53,36.0,17.8,14.4,6.4,17.1,4.0,4.3,0.0
SUJ-2038,Tecnología,Buenos Aires,Maestría,Startup escalada,Unión libre,17,5,9,8450,2.96,64.2,62,6.9,4.7,6.3,4.2,7.0,6.8,5.98,9.1,27,4.2,9.2,4.9,2,3,5.1,3.2,4,27.6,60,63,32.9,16.4,12.0,11.8,14.2,8.1,3.5,1.1
SUJ-2039,Finanzas,Santiago,Maestría,Empresa propia,Soltero,35,9,13,1568,3.33,33.4,86,8.2,9.3,7.6,5.1,8.9,8.9,8.0,7.6,24,8.3,8.7,6.6,2,3,3.1,5.7,2,24.0,44,49,29.2,12.8,14.3,18.7,11.2,8.4,4.5,0.9
SUJ-2040,Finanzas,Bogotá,Doctorado,Empresa propia,Soltero,35,1,6,13558,3.07,36.9,92,8.2,7.2,9.7,6.7,9.3,9.5,8.43,5.9,19,7.1,6.4,7.2,1,1,7.1,4.2,12,20.3,32,55,23.6,15.6,15.6,17.3,10.2,10.9,5.9,0.9
SUJ-2041,Servicios,Bogotá,Maestría,Empresa propia,Unión libre,31,20,22,11104,3.8,4.0,78,8.6,6.9,8.0,7.1,8.5,8.4,7.92,7.6,28,5.6,7.1,7.1,3,1,5.2,2.4,10,20.3,38,53,21.5,24.2,19.9,11.9,15.0,4.3,2.6,0.6
SUJ-2042,Manufactura,Santiago,Bachillerato,Startup escalada,Soltero,33,8,15,6586,4.75,30.2,72,6.1,6.6,5.8,6.3,7.9,5.4,6.35,5.9,25,6.5,7.7,7.7,1,1,4.4,5.2,5,27.2,45,56,10.1,18.8,30.0,15.1,8.6,10.7,3.0,3.7
SUJ-2043,Retail/Comercio,São Paulo,Universitario,Empresa propia,Casado,25,9,11,986,1.0,41.8,86,7.2,7.2,7.0,5.3,8.7,9.0,7.4,8.6,6,4.6,8.0,8.2,0,1,5.0,0.5,16,24.6,36,72,23.3,29.3,14.6,15.6,2.1,9.7,4.9,0.5
SUJ-2044,Tecnología,Monterrey,Maestría,Startup escalada,Unión libre,21,2,10,35530,7.19,68.7,90,9.7,10.0,7.6,6.3,10.0,10.0,8.93,9.5,31,6.8,6.8,6.0,2,2,3.8,1.9,55,38.2,25,71,28.1,15.1,15.1,12.1,17.6,3.9,6.2,1.9
SUJ-2045,Servicios,Barranquilla,Universitario,Franquicia,Soltero,18,4,7,5387,3.99,16.7,66,9.2,5.5,8.6,4.3,7.2,6.9,6.95,7.3,25,8.3,8.3,8.0,0,3,6.4,0.7,3,24.6,34,52,35.3,19.2,22.5,5.2,11.3,4.0,2.5,0.0
SUJ-2046,Inmuebles,CDMX,Posgrado,Empresa propia,Soltero,32,1,6,4812,1.97,30.8,64,5.1,6.7,7.6,1.6,6.8,6.9,5.78,9.9,33,10.0,9.4,6.5,1,5,8.5,5.7,75,31.1,54,69,33.5,16.1,17.9,8.8,10.3,9.2,3.1,1.1
SUJ-2047,Tecnología,Bucaramanga,Posgrado,Franquicia,Soltero,21,12,20,43353,210.35,52.8,64,6.5,5.1,3.8,6.6,6.6,6.7,5.88,8.6,19,6.3,6.2,7.2,2,1,4.1,4.0,2,47.5,48,65,21.6,24.9,16.4,17.3,5.5,9.1,1.8,3.4
SUJ-2048,Inmuebles,Buenos Aires,Universitario,Empresa propia,Soltero,23,2,10,15953,1.98,25.8,42,5.4,6.6,5.4,4.5,6.4,4.9,5.53,8.4,41,8.2,5.0,10.0,2,1,5.7,4.1,17,26.2,53,49,28.4,18.7,14.6,11.4,7.6,10.5,5.4,3.4
SUJ-2049,Retail/Comercio,CDMX,Maestría,E-commerce,Soltero,27,6,14,4875,1.66,33.0,85,7.8,6.1,10.0,8.5,7.6,9.0,8.17,8.3,27,7.6,9.0,5.4,0,0,4.5,0.0,67,30.1,31,41,33.9,2.2,21.1,13.4,16.8,9.9,2.1,0.6
SUJ-2050,Tecnología,Lima,Posgrado,Holding,Casado,25,6,13,4341,6.43,68.2,72,5.3,7.0,7.6,7.5,8.4,7.3,7.18,6.8,34,7.0,7.5,9.7,1,2,5.8,1.4,49,36.8,48,55,15.8,18.5,19.8,28.3,7.9,7.2,1.8,0.7
SUJ-2051,Retail/Comercio,Lima,Universitario,E-commerce,Soltero,27,8,10,806,1.2,42.3,68,6.0,2.9,6.8,5.7,8.3,7.0,6.12,7.6,19,5.3,7.3,9.4,1,1,4.5,3.2,25,25.3,53,63,24.6,23.7,20.5,2.8,13.6,9.0,1.8,4.0
SUJ-2052,Retail/Comercio,Bogotá,Doctorado,Empresa propia,Soltero,17,2,8,20885,3.17,26.1,66,7.6,5.4,5.9,6.6,5.0,6.5,6.17,7.7,30,4.4,6.3,5.0,0,2,5.5,1.3,33,25.1,53,71,30.1,15.4,11.1,17.9,10.8,7.7,4.5,2.5
SUJ-2053,Tecnología,Lima,Universitario,Holding,Casado,24,10,15,14851,4.55,44.9,78,7.7,7.4,6.3,5.7,7.7,6.9,6.95,7.5,26,5.1,8.9,6.4,1,4,4.7,2.6,18,33.8,50,65,25.1,25.3,13.6,4.4,10.6,13.6,4.6,2.8
SUJ-2054,Agroindustria,Monterrey,Técnico,Startup escalada,Casado,30,11,16,2968,4.26,4.0,63,7.2,3.7,6.9,5.5,8.4,4.7,6.07,6.8,27,5.9,5.4,6.8,1,2,4.3,0.0,14,20.8,50,57,23.5,19.5,12.9,13.4,16.6,4.5,7.1,2.5
SUJ-2055,Servicios,Barranquilla,Posgrado,Holding,Casado,23,4,10,11197,4.58,4.0,84,6.8,6.6,5.3,5.8,10.0,8.0,7.08,6.9,31,5.2,8.0,5.7,1,3,6.2,7.0,7,25.0,54,62,17.1,19.9,21.2,14.9,13.9,6.8,4.0,2.2
SUJ-2056,Manufactura,Caracas,Maestría,Startup escalada,Soltero,20,7,10,11508,2.78,32.4,67,7.5,10.0,5.9,5.4,6.9,6.4,7.02,4.8,19,3.4,10.0,8.2,0,1,6.6,5.7,8,28.0,50,55,23.9,22.6,14.7,11.8,16.0,7.4,3.0,0.6
SUJ-2057,Retail/Comercio,Lima,Maestría,Empresa propia,Casado,31,9,15,2069,1.47,28.4,57,3.7,3.8,6.0,5.5,5.9,8.1,5.5,5.6,5,7.5,8.5,6.6,0,1,4.8,0.1,28,27.3,61,59,22.8,12.1,20.4,20.6,12.8,4.7,3.6,3.0
SUJ-2058,Retail/Comercio,Cali,Maestría,Startup escalada,Casado,23,8,13,7608,1.0,28.5,80,8.9,7.2,9.3,7.0,8.0,8.6,8.17,6.7,35,4.0,9.5,4.7,1,1,4.6,0.1,8,24.9,37,57,25.6,12.6,12.5,13.4,17.3,8.2,8.8,1.6
SUJ-2059,Manufactura,Barranquilla,Maestría,Empresa propia,Soltero,27,3,7,2355,1.0,59.0,61,8.1,3.6,4.2,2.0,7.8,6.2,5.32,5.4,18,8.2,9.1,7.4,0,2,6.2,2.4,11,23.2,65,54,26.9,14.2,16.5,20.6,7.9,9.7,3.4,0.8
SUJ-2060,Retail/Comercio,Monterrey,Universitario,Empresa propia,Soltero,24,9,11,12480,1.38,50.6,71,5.6,4.8,6.5,6.7,8.1,7.5,6.53,8.0,20,5.2,8.7,7.2,1,1,4.3,1.4,41,26.2,46,52,20.9,23.3,16.1,13.4,14.3,6.9,2.6,2.5
SUJ-2061,Tecnología,São Paulo,Maestría,Startup escalada,Soltero,25,12,14,1336,1.0,53.0,85,7.7,7.7,9.0,5.0,9.4,8.6,7.9,9.5,23,3.4,6.2,7.0,2,3,7.8,1.6,8,24.0,39,59,22.0,22.0,9.3,13.7,9.4,15.2,6.1,2.3
SUJ-2062,Retail/Comercio,CDMX,Maestría,Empresa familiar,Casado,35,12,23,8842,8.48,31.3,73,5.9,6.0,7.0,5.1,9.1,8.5,6.93,6.7,21,3.7,9.4,5.3,0,1,6.5,4.7,15,34.3,60,59,26.7,13.7,18.3,20.2,7.1,11.6,0.0,2.4
SUJ-2063,Inmuebles,Barranquilla,Universitario,Holding,Soltero,29,9,15,3156,9.41,16.2,74,7.9,5.3,9.2,3.5,10.0,6.9,7.13,9.2,27,6.3,5.0,8.5,0,1,6.1,0.0,12,26.2,47,77,36.4,10.3,16.9,11.0,11.9,4.6,4.9,4.0
SUJ-2064,Retail/Comercio,Barranquilla,Técnico,Empresa propia,Unión libre,18,10,22,500,1.0,37.4,66,7.1,5.2,7.5,4.5,5.5,7.6,6.23,9.4,0,6.1,7.9,6.2,1,5,4.4,0.0,17,22.4,50,63,38.0,19.4,12.0,12.2,5.6,9.5,1.8,1.5
SUJ-2065,Tecnología,CDMX,Doctorado,Empresa propia,Casado,23,5,18,1056,3.38,55.6,75,6.1,7.9,6.3,7.7,9.1,6.6,7.28,5.3,27,3.6,6.3,7.7,0,0,3.5,1.6,3,30.2,53,58,28.1,22.4,8.5,16.3,5.1,11.9,5.1,2.6
SUJ-2066,Inmuebles,Monterrey,Maestría,Franquicia,Unión libre,23,3,13,8511,6.0,19.3,64,6.2,5.4,6.6,5.7,8.7,6.4,6.5,7.4,32,4.9,7.3,9.2,0,0,3.1,5.1,14,23.8,41,70,40.3,14.1,11.2,14.8,6.3,8.8,2.5,2.0
SUJ-2067,Tecnología,São Paulo,Maestría,Startup escalada,Soltero,27,6,8,2194,3.58,55.9,79,9.3,7.5,6.6,6.3,9.4,6.7,7.63,5.3,22,7.5,5.5,6.7,4,3,4.5,2.3,28,29.6,27,60,13.0,21.5,21.5,14.5,9.9,16.0,1.9,1.7
SUJ-2068,Finanzas,Lima,Maestría,Empresa propia,Soltero,31,15,26,7976,980.0,62.7,68,8.6,3.7,6.8,7.9,7.4,5.4,6.63,3.6,29,6.8,7.8,10.0,0,0,4.3,5.6,17,72.9,51,59,24.2,15.6,26.9,9.6,6.5,6.5,6.2,4.5
SUJ-2069,Tecnología,Bogotá,Posgrado,Startup escalada,Soltero,26,5,11,4286,17.78,81.3,70,7.8,5.4,7.3,4.6,9.3,9.6,7.33,8.1,19,5.2,6.6,6.2,2,5,4.6,0.0,10,41.3,40,57,21.6,17.1,13.2,24.2,11.7,8.7,0.1,3.4
SUJ-2070,Finanzas,Buenos Aires,Posgrado,Empresa propia,Soltero,26,8,13,9439,2.77,26.9,59,7.7,4.8,7.2,5.1,6.5,6.7,6.33,5.5,14,9.1,7.8,10.0,1,3,5.2,1.7,14,26.2,31,57,33.7,16.5,14.5,10.6,13.9,6.9,3.5,0.4
SUJ-2071,Inmuebles,São Paulo,Posgrado,Startup escalada,Unión libre,17,8,13,5433,3.36,15.7,79,10.0,5.8,8.0,7.7,9.0,8.0,8.08,4.3,26,1.3,7.1,6.3,0,5,5.3,0.7,5,23.0,39,36,34.4,13.3,12.8,7.0,14.4,11.7,2.4,4.0
SUJ-2072,Retail/Comercio,CDMX,Bachillerato,Startup escalada,Soltero,33,5,10,2951,3.21,27.0,65,7.1,5.6,5.0,6.4,6.2,6.0,6.05,7.6,16,3.8,7.9,6.9,1,1,5.8,2.4,129,23.8,42,57,38.5,7.7,15.9,11.5,18.7,3.0,3.0,1.7
SUJ-2073,Tecnología,Caracas,Maestría,Franquicia,Soltero,24,12,19,1260,6.36,55.6,58,6.8,4.9,3.4,5.6,6.7,7.4,5.8,6.7,15,4.1,5.3,8.7,3,5,5.0,0.0,252,38.6,42,60,20.8,14.7,21.0,21.4,10.7,8.2,2.8,0.4
SUJ-2074,Servicios,CDMX,Posgrado,Empresa propia,Soltero,27,13,27,3337,86.87,45.6,65,7.0,6.7,7.4,6.7,8.9,7.1,7.3,6.9,21,8.7,5.1,7.0,1,3,5.3,0.3,22,42.6,50,64,14.3,19.5,20.5,22.0,10.4,7.8,4.1,1.4
SUJ-2075,Servicios,São Paulo,Posgrado,Startup escalada,Soltero,27,17,17,8060,2.99,39.3,83,8.6,8.4,5.1,7.6,10.0,8.0,7.95,7.9,11,7.7,8.4,8.6,2,1,5.0,0.4,30,28.4,44,53,22.1,28.6,13.1,14.7,7.4,10.1,2.5,1.5
SUJ-2076,Servicios,CDMX,Posgrado,E-commerce,Casado,21,4,17,10791,2.16,4.0,80,7.2,6.0,8.0,7.0,9.4,6.5,7.35,9.2,28,10.0,6.7,7.1,5,2,5.0,3.1,7,15.1,59,70,18.2,19.3,23.5,19.0,9.5,9.5,0.4,0.6
SUJ-2077,Finanzas,CDMX,Universitario,Holding,Casado,24,8,19,1398,1.22,42.2,42,3.0,5.7,3.6,2.2,8.3,6.3,4.85,7.3,23,7.3,7.5,7.9,4,0,5.4,3.9,173,26.6,59,57,31.1,13.5,19.0,7.6,13.4,9.5,3.6,2.3
SUJ-2078,Retail/Comercio,Buenos Aires,Técnico,E-commerce,Casado,21,7,12,8731,1.46,7.1,63,7.6,4.7,6.5,5.2,8.3,6.5,6.47,8.2,37,6.0,9.3,7.4,2,2,5.5,2.5,4,25.1,55,70,23.0,26.6,18.4,16.2,8.6,5.1,2.1,0.0
SUJ-2079,Salud/Farma,Buenos Aires,Universitario,Empresa propia,Soltero,34,4,8,1580,1.4,8.4,92,9.8,7.8,8.5,8.4,9.3,8.1,8.65,7.2,10,10.0,6.0,9.0,2,1,6.4,3.0,23,23.2,35,57,26.7,19.4,20.9,13.6,7.3,7.1,4.1,0.9
SUJ-2080,Inmuebles,Lima,Técnico,Startup escalada,Unión libre,17,4,5,2006,1.05,39.9,89,8.8,5.7,8.9,5.9,9.9,8.4,7.93,6.7,25,4.0,8.2,5.5,2,1,6.1,1.8,68,33.2,46,55,22.6,17.1,13.1,14.1,17.1,9.1,4.5,2.4
SUJ-2081,Tecnología,Santiago,Universitario,Empresa propia,Casado,20,7,10,6062,1.0,54.4,55,6.2,4.7,5.9,3.7,6.9,7.9,5.88,8.2,21,4.4,9.7,7.3,2,3,4.5,3.1,134,33.6,60,57,26.6,18.7,12.5,13.7,8.6,12.9,6.1,0.9
SUJ-2082,Tecnología,Santiago,Doctorado,Empresa familiar,Soltero,24,5,9,2730,4.86,75.6,84,7.6,9.1,9.0,6.5,8.4,9.5,8.35,6.0,33,3.1,10.0,7.8,0,0,4.6,4.8,7,33.9,30,70,16.5,22.7,18.4,19.2,13.0,5.1,3.9,1.2
SUJ-2083,Retail/Comercio,Medellín,Técnico,Empresa propia,Soltero,34,3,9,8668,1.65,8.7,53,7.3,5.1,6.1,5.8,6.6,5.4,6.05,7.0,35,7.7,6.4,9.0,2,0,3.5,0.0,26,14.9,57,57,13.4,16.9,14.2,19.2,18.6,10.2,6.1,1.4
SUJ-2084,Servicios,CDMX,Universitario,Holding,Unión libre,30,7,13,24948,5.37,21.7,61,5.2,5.1,7.9,3.9,7.4,9.6,6.52,4.6,18,6.4,8.1,5.3,2,1,3.7,3.2,6,22.7,53,54,35.1,13.5,12.6,14.8,8.8,7.2,6.8,1.2
SUJ-2085,Retail/Comercio,CDMX,Posgrado,Empresa propia,Casado,17,2,11,1289,5.43,20.8,58,8.1,2.7,5.4,3.8,8.0,6.4,5.73,4.8,22,5.8,8.3,9.1,3,2,6.8,1.8,6,29.7,71,61,25.0,20.4,13.8,11.5,17.1,3.3,5.6,3.3
SUJ-2086,Retail/Comercio,Barranquilla,Posgrado,Empresa propia,Casado,25,5,13,6761,2.08,50.4,82,8.9,6.9,6.4,3.9,10.0,6.4,7.08,7.8,17,6.3,6.6,8.0,1,3,5.4,0.7,8,23.0,45,38,27.1,19.0,16.3,12.8,7.8,11.0,5.8,0.2
SUJ-2087,Tecnología,Santiago,Técnico,Empresa propia,Soltero,30,8,15,20542,4.77,39.8,73,8.0,6.4,7.6,4.7,6.8,7.5,6.83,9.0,31,6.2,8.1,5.8,1,1,5.1,2.5,147,33.8,44,65,31.1,12.1,12.7,10.0,14.7,9.6,7.6,2.2
SUJ-2088,Manufactura,Lima,Maestría,Holding,Soltero,39,6,12,1553,3.86,27.8,79,8.5,6.1,7.6,7.2,9.2,7.3,7.65,7.1,29,2.6,6.8,8.5,2,2,6.0,3.1,33,27.1,48,56,27.9,22.5,15.5,4.2,17.2,5.9,5.4,1.4
SUJ-2089,Servicios,Caracas,Maestría,E-commerce,Casado,23,6,16,3656,2.08,4.0,46,6.6,4.0,5.7,2.9,6.2,5.9,5.22,7.6,19,9.3,5.2,6.8,3,2,5.1,3.8,7,17.8,63,57,16.0,19.5,12.6,17.8,17.2,10.1,4.6,2.2
SUJ-2090,Finanzas,Bogotá,Universitario,Startup escalada,Casado,18,14,23,1055,175.28,68.4,84,8.3,6.9,8.0,5.1,10.0,8.3,7.77,9.4,11,4.7,7.7,10.0,0,1,7.5,6.0,43,55.5,39,59,22.2,18.5,11.9,21.5,14.1,8.5,2.3,1.0
SUJ-2091,Inmuebles,Medellín,Universitario,Empresa propia,Soltero,27,12,20,8218,74.13,57.4,94,10.0,7.8,10.0,6.6,9.3,8.3,8.67,7.9,17,7.1,8.6,7.3,2,4,6.2,6.6,7,44.3,34,55,32.9,16.3,8.4,15.3,11.2,10.9,3.1,1.9
SUJ-2092,Salud/Farma,Medellín,Doctorado,Holding,Casado,25,7,12,8848,3.04,16.9,76,7.3,6.3,8.1,5.4,8.1,8.2,7.23,8.4,38,4.6,7.2,9.8,0,3,4.8,4.3,10,19.7,53,60,25.5,16.9,19.1,9.9,12.3,5.0,7.4,3.9
SUJ-2093,Tecnología,Caracas,Maestría,Startup escalada,Soltero,28,3,13,8729,5.4,41.0,99,10.0,9.7,7.5,8.5,10.0,7.8,8.92,7.0,16,5.1,10.0,10.0,2,2,4.7,5.3,169,38.4,27,63,23.9,20.1,17.1,16.9,13.1,6.7,0.6,1.6
SUJ-2094,Retail/Comercio,Caracas,Posgrado,Empresa propia,Casado,30,10,19,6249,1.63,32.1,84,6.5,5.7,7.5,4.9,9.5,8.6,7.12,7.1,17,5.4,6.4,6.4,0,0,5.5,0.2,323,31.3,48,61,22.9,21.2,15.5,14.9,13.2,5.0,5.2,2.1
SUJ-2095,Finanzas,São Paulo,Técnico,Franquicia,Unión libre,27,16,21,10971,10.42,36.7,97,8.8,10.0,9.3,5.2,10.0,10.0,8.88,4.7,15,6.3,8.4,8.1,1,4,5.1,3.1,5,29.6,48,41,20.0,30.3,13.4,9.9,11.6,8.3,5.5,1.0
SUJ-2096,Inmuebles,Lima,Universitario,E-commerce,Unión libre,29,12,11,500,1.0,47.8,69,9.2,5.7,6.4,6.9,9.1,8.4,7.62,10.0,27,8.2,5.2,10.0,1,2,6.4,5.7,67,23.6,38,72,26.6,24.9,23.5,7.9,6.6,7.1,1.7,1.7
SUJ-2097,Manufactura,Bogotá,Posgrado,Empresa propia,Soltero,35,2,8,25268,1.13,31.2,77,9.4,7.3,6.7,6.6,8.3,6.3,7.43,8.5,14,5.0,7.0,10.0,1,2,5.6,1.3,55,28.6,42,48,39.6,14.6,12.5,6.2,6.5,10.4,9.1,1.1
SUJ-2098,Manufactura,Barranquilla,Universitario,Empresa propia,Soltero,24,6,10,2009,1.0,42.5,63,8.6,7.0,8.3,3.5,6.4,8.3,7.02,4.9,30,5.2,9.3,6.4,1,0,7.4,2.6,48,27.0,53,48,24.9,16.8,21.4,11.1,10.2,7.3,5.8,2.5
SUJ-2099,Inmuebles,Buenos Aires,Universitario,Holding,Casado,18,4,13,1036,2.52,16.6,53,7.3,5.2,6.8,5.9,5.5,5.9,6.1,7.3,24,5.1,6.2,9.5,0,1,5.4,1.5,6,21.1,48,59,34.8,20.7,12.3,7.7,8.2,8.6,5.8,1.9
SUJ-2100,Finanzas,Caracas,Posgrado,Empresa propia,Casado,27,3,10,22660,5.86,28.8,61,5.9,5.4,5.3,2.4,8.7,5.6,5.55,9.9,24,4.5,4.8,7.9,2,2,6.1,3.4,88,30.3,59,74,23.1,25.3,6.1,14.8,15.2,8.4,3.8,3.3
SUJ-2101,Agroindustria,Bucaramanga,Universitario,Holding,Casado,18,11,11,14196,1.0,24.4,76,7.1,6.7,8.7,7.1,7.4,7.7,7.45,6.8,30,6.9,5.5,6.2,1,0,3.3,2.8,8,14.3,43,50,25.3,20.0,13.4,14.2,10.8,7.6,7.0,1.7
SUJ-2102,Retail/Comercio,Santiago,Maestría,Empresa familiar,Unión libre,19,11,18,11580,26.37,52.1,55,7.6,2.5,7.0,6.0,7.8,7.3,6.37,9.5,20,9.0,8.9,6.2,2,1,5.1,4.6,23,41.8,51,63,15.4,25.1,18.5,12.4,13.8,10.3,2.3,2.2
SUJ-2103,Tecnología,CDMX,Maestría,E-commerce,Casado,21,13,25,885,3.98,39.3,74,9.0,2.9,8.2,7.8,6.0,6.8,6.78,10.0,36,7.1,10.0,9.3,0,2,5.7,0.3,38,33.1,58,62,31.7,14.6,15.6,17.3,9.2,6.1,3.0,2.5
SUJ-2104,Manufactura,Lima,Universitario,E-commerce,Soltero,18,9,14,13182,1.23,31.3,43,6.7,5.2,2.9,2.2,6.3,3.1,4.4,7.3,20,5.7,4.9,9.8,3,1,4.7,0.0,7,15.2,80,79,32.2,18.3,17.0,7.5,17.4,1.3,3.2,3.1
SUJ-2105,Inmuebles,São Paulo,Maestría,Empresa propia,Soltero,33,7,13,7512,7.57,22.4,68,7.5,5.5,7.1,5.4,7.7,5.9,6.52,5.8,11,10.0,8.9,10.0,3,0,7.0,3.3,10,30.1,56,67,17.1,19.7,22.8,4.4,18.9,10.6,1.5,5.0
SUJ-2106,Finanzas,Santiago,Técnico,Startup escalada,Soltero,26,7,12,10531,3.71,62.9,76,7.7,5.4,6.1,4.0,9.3,7.7,6.7,5.3,21,4.6,7.0,7.8,3,2,5.4,3.5,1,29.3,33,60,29.6,8.7,19.9,19.8,9.0,9.3,3.3,0.4
SUJ-2107,Servicios,CDMX,Maestría,Empresa propia,Soltero,30,3,9,30559,1.0,9.7,63,8.1,5.9,6.2,6.9,7.1,5.4,6.6,8.9,10,6.4,9.0,7.4,0,1,5.8,2.0,5,20.7,56,65,31.1,2.6,30.9,7.3,10.9,10.7,3.1,3.4
