var_a,var_b,r,r2,p,sig,ci95_lo,ci95_hi,fuerza,dir
score_exito,attr_vision_pct,0.0024,0.0,0.867582,False,-0.0254,0.0301,Muy débil,+
anos_trayectoria_total,attr_oportunidad_pct,-0.0024,0.0,0.863667,False,-0.0301,0.0253,Muy débil,−
patrimonio_m_usd,attr_disciplina_pct,-0.0023,0.0,0.87189,False,-0.03,0.0254,Muy débil,−
anos_trayectoria_total,attr_capital_inicial_pct,0.0023,0.0,0.87043,False,-0.0254,0.03,Muy débil,+
score_resiliencia,hijos_num,-0.0023,0.0,0.869362,False,-0.03,0.0254,Muy débil,−
horas_sem_pico,attr_trabajo_duro_pct,0.0023,0.0,0.871806,False,-0.0254,0.03,Muy débil,+
score_disciplina,score_conocimiento,0.0023,0.0,0.871399,False,-0.0254,0.03,Muy débil,+
score_vision,attr_red_pct,-0.0023,0.0,0.868157,False,-0.0301,0.0254,Muy débil,−
sacrificio_ocio_hobbies,score_resiliencia,-0.0022,0.0,0.876681,False,-0.0299,0.0255,Muy débil,−
roi_anualizado_pct,attr_oportunidad_pct,0.0022,0.0,0.877876,False,-0.0255,0.0299,Muy débil,+
sacrificio_salud,sueno_horas_noche,-0.0022,0.0,0.873835,False,-0.03,0.0255,Muy débil,−
patrimonio_m_usd,satisfaccion_vida,0.0021,0.0,0.879895,False,-0.0256,0.0299,Muy débil,+
sacrificio_familia,sueno_horas_noche,0.0021,0.0,0.882213,False,-0.0256,0.0298,Muy débil,+
edad_inicio,attr_disciplina_pct,0.002,0.0,0.887042,False,-0.0257,0.0297,Muy débil,+
divorcios_num,attr_trabajo_duro_pct,0.002,0.0,0.888485,False,-0.0257,0.0297,Muy débil,+
sacrificio_amor_pareja,score_vision,0.0019,0.0,0.890609,False,-0.0258,0.0297,Muy débil,+
sacrificio_total,hijos_num,0.0019,0.0,0.895018,False,-0.0259,0.0296,Muy débil,+
sacrificio_amor_pareja,attr_suerte_pct,0.0019,0.0,0.89513,False,-0.0259,0.0296,Muy débil,+
patrimonio_m_usd,attr_conocimiento_pct,-0.0019,0.0,0.894955,False,-0.0296,0.0259,Muy débil,−
score_vision,score_resiliencia,-0.0018,0.0,0.899495,False,-0.0295,0.0259,Muy débil,−
roi_anualizado_pct,sacrificio_salud,0.0018,0.0,0.898329,False,-0.0259,0.0295,Muy débil,+
capital_inicial_usd,attr_trabajo_duro_pct,0.0018,0.0,0.898557,False,-0.0259,0.0295,Muy débil,+
score_conocimiento,satisfaccion_vida,0.0018,0.0,0.898429,False,-0.0259,0.0295,Muy débil,+
patrimonio_m_usd,score_red_contactos,-0.0018,0.0,0.896838,False,-0.0296,0.0259,Muy débil,−
ejercicio_dias_sem,attr_oportunidad_pct,0.0017,0.0,0.905276,False,-0.026,0.0294,Muy débil,+
anos_primer_millon,score_vision,0.0017,0.0,0.90445,False,-0.026,0.0294,Muy débil,+
edad_inicio,satisfaccion_vida,0.0016,0.0,0.908555,False,-0.0261,0.0293,Muy débil,+
edad_inicio,horas_sem_pico,0.0016,0.0,0.912145,False,-0.0262,0.0293,Muy débil,+
bienestar_psicologico,attr_trabajo_duro_pct,-0.0015,0.0,0.91462,False,-0.0292,0.0262,Muy débil,−
score_conocimiento,attr_oportunidad_pct,0.0014,0.0,0.91887,False,-0.0263,0.0292,Muy débil,+
score_conocimiento,divorcios_num,0.0014,0.0,0.920147,False,-0.0263,0.0291,Muy débil,+
edad_inicio,roi_anualizado_pct,-0.0014,0.0,0.91963,False,-0.0291,0.0263,Muy débil,−
divorcios_num,attr_disciplina_pct,-0.0014,0.0,0.921395,False,-0.0291,0.0263,Muy débil,−
sacrificio_ocio_hobbies,sueno_horas_noche,0.0013,0.0,0.925977,False,-0.0264,0.029,Muy débil,+
sacrificio_amor_pareja,score_resiliencia,-0.0013,0.0,0.926514,False,-0.029,0.0264,Muy débil,−
anos_trayectoria_total,score_red_contactos,-0.0012,0.0,0.9339,False,-0.0289,0.0265,Muy débil,−
score_conocimiento,attr_capital_inicial_pct,-0.0012,0.0,0.929732,False,-0.029,0.0265,Muy débil,−
sacrificio_amigos,attr_oportunidad_pct,-0.0012,0.0,0.930145,False,-0.029,0.0265,Muy débil,−
anos_trayectoria_total,score_vision,0.0011,0.0,0.940135,False,-0.0267,0.0288,Muy débil,+
sacrificio_salud,score_red_contactos,0.0011,0.0,0.935854,False,-0.0266,0.0289,Muy débil,+
sacrificio_sueno,score_vision,-0.0011,0.0,0.940452,False,-0.0288,0.0267,Muy débil,−
patrimonio_m_usd,sacrificio_ocio_hobbies,0.0011,0.0,0.937884,False,-0.0266,0.0288,Muy débil,+
score_conocimiento,attr_disciplina_pct,-0.0011,0.0,0.940649,False,-0.0288,0.0267,Muy débil,−
score_resiliencia,attr_oportunidad_pct,-0.001,0.0,0.944235,False,-0.0287,0.0267,Muy débil,−
patrimonio_m_usd,attr_suerte_pct,-0.001,0.0,0.940889,False,-0.0288,0.0267,Muy débil,−
anos_primer_millon,score_red_contactos,0.0009,0.0,0.948547,False,-0.0268,0.0286,Muy débil,+
score_red_contactos,attr_suerte_pct,-0.0009,0.0,0.946806,False,-0.0287,0.0268,Muy débil,−
anos_trayectoria_total,attr_trabajo_duro_pct,-0.0009,0.0,0.951272,False,-0.0286,0.0269,Muy débil,−
capital_inicial_usd,sacrificio_sueno,-0.0009,0.0,0.949848,False,-0.0286,0.0268,Muy débil,−
edad_inicio,attr_capital_inicial_pct,0.0008,0.0,0.95406,False,-0.0269,0.0285,Muy débil,+
edad_inicio,hijos_num,-0.0008,0.0,0.953697,False,-0.0285,0.0269,Muy débil,−
score_vision,empleos_generados,-0.0008,0.0,0.956132,False,-0.0285,0.0269,Muy débil,−
bienestar_psicologico,attr_capital_inicial_pct,-0.0008,0.0,0.953056,False,-0.0286,0.0269,Muy débil,−
roi_anualizado_pct,attr_capital_inicial_pct,0.0008,0.0,0.953664,False,-0.0269,0.0285,Muy débil,+
roi_anualizado_pct,satisfaccion_vida,-0.0008,0.0,0.957183,False,-0.0285,0.027,Muy débil,−
score_exito,attr_suerte_pct,0.0007,0.0,0.961253,False,-0.027,0.0284,Muy débil,+
score_resiliencia,attr_red_pct,-0.0007,0.0,0.959336,False,-0.0284,0.027,Muy débil,−
roi_anualizado_pct,hijos_num,-0.0007,0.0,0.961983,False,-0.0284,0.027,Muy débil,−
roi_anualizado_pct,sacrificio_ocio_hobbies,-0.0007,0.0,0.961717,False,-0.0284,0.027,Muy débil,−
sacrificio_ocio_hobbies,score_vision,0.0007,0.0,0.958268,False,-0.027,0.0285,Muy débil,+
score_red_contactos,bienestar_psicologico,0.0007,0.0,0.963217,False,-0.0271,0.0284,Muy débil,+
score_resiliencia,sueno_horas_noche,0.0006,0.0,0.966595,False,-0.0271,0.0283,Muy débil,+
capital_inicial_usd,attr_suerte_pct,0.0006,0.0,0.965169,False,-0.0271,0.0283,Muy débil,+
sacrificio_salud,score_disciplina,-0.0006,0.0,0.964764,False,-0.0283,0.0271,Muy débil,−
sacrificio_sueno,score_resiliencia,-0.0006,0.0,0.966827,False,-0.0283,0.0271,Muy débil,−
sacrificio_total,attr_trabajo_duro_pct,-0.0006,0.0,0.966212,False,-0.0283,0.0271,Muy débil,−
anos_trayectoria_total,attr_vision_pct,-0.0006,0.0,0.966592,False,-0.0283,0.0271,Muy débil,−
score_conocimiento,score_vision,-0.0005,0.0,0.97189,False,-0.0282,0.0272,Muy débil,−
anos_trayectoria_total,sueno_horas_noche,0.0005,0.0,0.971846,False,-0.0272,0.0282,Muy débil,+
capital_inicial_usd,sacrificio_total,-0.0005,0.0,0.96909,False,-0.0283,0.0272,Muy débil,−
hijos_num,attr_conocimiento_pct,0.0004,0.0,0.975483,False,-0.0273,0.0282,Muy débil,+
horas_sem_pico,score_red_contactos,0.0004,0.0,0.976808,False,-0.0273,0.0281,Muy débil,+
roi_anualizado_pct,sueno_horas_noche,0.0004,0.0,0.979729,False,-0.0274,0.0281,Muy débil,+
patrimonio_m_usd,score_conocimiento,0.0004,0.0,0.975129,False,-0.0273,0.0282,Muy débil,+
divorcios_num,attr_red_pct,0.0004,0.0,0.97762,False,-0.0273,0.0281,Muy débil,+
score_exito,satisfaccion_vida,0.0004,0.0,0.976914,False,-0.0273,0.0281,Muy débil,+
sacrificio_ocio_hobbies,score_red_contactos,0.0004,0.0,0.976803,False,-0.0273,0.0281,Muy débil,+
empleos_generados,attr_red_pct,-0.0003,0.0,0.985062,False,-0.028,0.0275,Muy débil,−
sueno_horas_noche,bienestar_psicologico,-0.0003,0.0,0.983867,False,-0.028,0.0274,Muy débil,−
patrimonio_m_usd,attr_vision_pct,-0.0003,0.0,0.980428,False,-0.0281,0.0274,Muy débil,−
sacrificio_salud,attr_trabajo_duro_pct,0.0003,0.0,0.983969,False,-0.0274,0.028,Muy débil,+
roi_anualizado_pct,sacrificio_amor_pareja,0.0002,0.0,0.990934,False,-0.0276,0.0279,Muy débil,+
sacrificio_total,sueno_horas_noche,0.0002,0.0,0.98604,False,-0.0275,0.028,Muy débil,+
sacrificio_salud,hijos_num,0.0002,0.0,0.991099,False,-0.0276,0.0279,Muy débil,+
edad_inicio,sacrificio_familia,-0.0001,0.0,0.996361,False,-0.0278,0.0277,Muy débil,−
sacrificio_amigos,attr_conocimiento_pct,-0.0001,0.0,0.994704,False,-0.0278,0.0276,Muy débil,−
sacrificio_total,score_vision,0.0001,0.0,0.996899,False,-0.0277,0.0278,Muy débil,+
