var_a,var_b,pearson_r,pearson_r2,pearson_p,significativo_95,ci95_lo,ci95_hi,spearman_r,spearman_p,fuerza,direccion,abs_r
patrimonio_m_usd,divorcios_num,0.0081,0.0001,0.566282,False,-0.0196,0.0358,-0.0304,0.031398,Muy débil / ruido,Positiva,0.0081
sacrificio_sueno,attr_trabajo_duro_pct,-0.0081,0.0001,0.565353,False,-0.0358,0.0196,-0.0048,0.732155,Muy débil / ruido,Negativa,0.0081
score_conocimiento,hijos_num,0.0081,0.0001,0.567948,False,-0.0196,0.0358,0.0123,0.383243,Muy débil / ruido,Positiva,0.0081
horas_sem_pico,score_resiliencia,-0.008,0.0001,0.571566,False,-0.0357,0.0197,-0.0139,0.325874,Muy débil / ruido,Negativa,0.008
sueno_horas_noche,attr_disciplina_pct,-0.008,0.0001,0.57087,False,-0.0357,0.0197,-0.001,0.944507,Muy débil / ruido,Negativa,0.008
anos_trayectoria_total,hijos_num,0.008,0.0001,0.569626,False,-0.0197,0.0358,0.0085,0.547588,Muy débil / ruido,Positiva,0.008
score_exito,attr_red_pct,0.008,0.0001,0.573362,False,-0.0198,0.0357,0.003,0.829904,Muy débil / ruido,Positiva,0.008
anos_primer_millon,attr_disciplina_pct,-0.008,0.0001,0.570754,False,-0.0357,0.0197,-0.0075,0.59695,Muy débil / ruido,Negativa,0.008
sacrificio_amigos,attr_disciplina_pct,-0.008,0.0001,0.569332,False,-0.0358,0.0197,-0.0139,0.325109,Muy débil / ruido,Negativa,0.008
sacrificio_amigos,hijos_num,-0.008,0.0001,0.569844,False,-0.0358,0.0197,-0.0009,0.950834,Muy débil / ruido,Negativa,0.008
ejercicio_dias_sem,attr_vision_pct,0.0079,0.0001,0.576409,False,-0.0198,0.0356,0.008,0.571633,Muy débil / ruido,Positiva,0.0079
empleos_generados,attr_capital_inicial_pct,-0.0078,0.0001,0.581606,False,-0.0355,0.0199,-0.0016,0.907211,Muy débil / ruido,Negativa,0.0078
patrimonio_m_usd,attr_oportunidad_pct,0.0077,0.0001,0.58554,False,-0.02,0.0354,-0.0065,0.648115,Muy débil / ruido,Positiva,0.0077
sacrificio_sueno,sueno_horas_noche,-0.0075,0.0001,0.596145,False,-0.0352,0.0202,-0.0166,0.240168,Muy débil / ruido,Negativa,0.0075
sueno_horas_noche,attr_vision_pct,0.0075,0.0001,0.596636,False,-0.0202,0.0352,0.0047,0.741345,Muy débil / ruido,Positiva,0.0075
divorcios_num,attr_oportunidad_pct,-0.0075,0.0001,0.594826,False,-0.0352,0.0202,-0.008,0.572401,Muy débil / ruido,Negativa,0.0075
sacrificio_sueno,score_red_contactos,0.0073,0.0001,0.605373,False,-0.0204,0.035,0.009,0.523482,Muy débil / ruido,Positiva,0.0073
sacrificio_total,empleos_generados,0.0073,0.0001,0.606289,False,-0.0204,0.035,0.0112,0.427601,Muy débil / ruido,Positiva,0.0073
roi_anualizado_pct,attr_disciplina_pct,-0.0073,0.0001,0.607679,False,-0.035,0.0205,-0.0027,0.849634,Muy débil / ruido,Negativa,0.0073
attr_trabajo_duro_pct,attr_capital_inicial_pct,-0.0072,0.0001,0.610625,False,-0.0349,0.0205,-0.008,0.573607,Muy débil / ruido,Negativa,0.0072
empleos_generados,attr_suerte_pct,0.0071,0.0001,0.616349,False,-0.0206,0.0348,0.0203,0.150391,Muy débil / ruido,Positiva,0.0071
ejercicio_dias_sem,empleos_generados,-0.0071,0.0001,0.616239,False,-0.0348,0.0206,-0.013,0.357904,Muy débil / ruido,Negativa,0.0071
sacrificio_amigos,attr_red_pct,0.0071,0.0001,0.616437,False,-0.0206,0.0348,0.0113,0.426379,Muy débil / ruido,Positiva,0.0071
hijos_num,bienestar_psicologico,-0.0071,0.0001,0.616772,False,-0.0348,0.0206,-0.0141,0.319122,Muy débil / ruido,Negativa,0.0071
sacrificio_amigos,score_conocimiento,0.007,0.0,0.620541,False,-0.0207,0.0347,0.016,0.258623,Muy débil / ruido,Positiva,0.007
divorcios_num,hijos_num,0.0069,0.0,0.62551,False,-0.0208,0.0346,0.0153,0.27904,Muy débil / ruido,Positiva,0.0069
anos_primer_millon,sacrificio_ocio_hobbies,0.0068,0.0,0.628732,False,-0.0209,0.0346,0.0014,0.91856,Muy débil / ruido,Positiva,0.0068
sacrificio_sueno,score_conocimiento,-0.0067,0.0,0.636003,False,-0.0344,0.021,-0.01,0.481652,Muy débil / ruido,Negativa,0.0067
anos_trayectoria_total,ejercicio_dias_sem,-0.0067,0.0,0.635289,False,-0.0344,0.021,-0.0074,0.599474,Muy débil / ruido,Negativa,0.0067
edad_inicio,sacrificio_sueno,0.0067,0.0,0.636224,False,-0.021,0.0344,0.0069,0.627746,Muy débil / ruido,Positiva,0.0067
sacrificio_salud,attr_oportunidad_pct,0.0067,0.0,0.637538,False,-0.0211,0.0344,0.0015,0.916045,Muy débil / ruido,Positiva,0.0067
empleos_generados,attr_disciplina_pct,0.0066,0.0,0.641047,False,-0.0211,0.0343,0.0189,0.181864,Muy débil / ruido,Positiva,0.0066
sacrificio_total,score_conocimiento,-0.0066,0.0,0.641849,False,-0.0343,0.0211,-0.0015,0.916036,Muy débil / ruido,Negativa,0.0066
horas_sem_pico,attr_capital_inicial_pct,-0.0066,0.0,0.638318,False,-0.0344,0.0211,-0.005,0.724789,Muy débil / ruido,Negativa,0.0066
anos_primer_millon,sacrificio_amor_pareja,0.0065,0.0,0.64779,False,-0.0213,0.0342,0.0055,0.699783,Muy débil / ruido,Positiva,0.0065
capital_inicial_usd,bienestar_psicologico,-0.0065,0.0,0.643732,False,-0.0343,0.0212,-0.0151,0.285655,Muy débil / ruido,Negativa,0.0065
capital_inicial_usd,attr_disciplina_pct,-0.0065,0.0,0.647361,False,-0.0342,0.0213,-0.0155,0.271653,Muy débil / ruido,Negativa,0.0065
roi_anualizado_pct,horas_sem_pico,-0.0065,0.0,0.648011,False,-0.0342,0.0213,-0.0073,0.603388,Muy débil / ruido,Negativa,0.0065
satisfaccion_vida,attr_vision_pct,-0.0064,0.0,0.650302,False,-0.0341,0.0213,-0.0047,0.738562,Muy débil / ruido,Negativa,0.0064
score_vision,satisfaccion_vida,-0.0064,0.0,0.6503,False,-0.0341,0.0213,-0.0093,0.510242,Muy débil / ruido,Negativa,0.0064
roi_anualizado_pct,empleos_generados,0.0064,0.0,0.652927,False,-0.0214,0.0341,0.016,0.258228,Muy débil / ruido,Positiva,0.0064
sacrificio_ocio_hobbies,attr_vision_pct,0.0064,0.0,0.648951,False,-0.0213,0.0342,0.0101,0.475286,Muy débil / ruido,Positiva,0.0064
capital_inicial_usd,satisfaccion_vida,0.0064,0.0,0.651436,False,-0.0213,0.0341,0.009,0.525684,Muy débil / ruido,Positiva,0.0064
score_exito,attr_conocimiento_pct,0.0061,0.0,0.668272,False,-0.0217,0.0338,0.0085,0.549799,Muy débil / ruido,Positiva,0.0061
empleos_generados,satisfaccion_vida,-0.006,0.0,0.672482,False,-0.0337,0.0217,-0.0083,0.55918,Muy débil / ruido,Negativa,0.006
score_conocimiento,bienestar_psicologico,0.006,0.0,0.671026,False,-0.0217,0.0337,0.0016,0.908108,Muy débil / ruido,Positiva,0.006
sacrificio_amigos,attr_trabajo_duro_pct,-0.006,0.0,0.671665,False,-0.0337,0.0217,-0.0041,0.774434,Muy débil / ruido,Negativa,0.006
anos_trayectoria_total,capital_inicial_usd,-0.006,0.0,0.669111,False,-0.0338,0.0217,-0.0079,0.575441,Muy débil / ruido,Negativa,0.006
capital_inicial_usd,sacrificio_salud,-0.006,0.0,0.671868,False,-0.0337,0.0217,-0.0003,0.983303,Muy débil / ruido,Negativa,0.006
score_disciplina,score_red_contactos,-0.006,0.0,0.670523,False,-0.0337,0.0217,-0.0049,0.731241,Muy débil / ruido,Negativa,0.006
anos_primer_millon,attr_suerte_pct,0.0059,0.0,0.678617,False,-0.0219,0.0336,0.005,0.723649,Muy débil / ruido,Positiva,0.0059
patrimonio_m_usd,sacrificio_amor_pareja,0.0059,0.0,0.677785,False,-0.0218,0.0336,0.0116,0.412439,Muy débil / ruido,Positiva,0.0059
satisfaccion_vida,attr_conocimiento_pct,0.0058,0.0,0.679978,False,-0.0219,0.0335,0.0081,0.568166,Muy débil / ruido,Positiva,0.0058
sacrificio_amor_pareja,hijos_num,0.0058,0.0,0.68242,False,-0.0219,0.0335,0.003,0.830417,Muy débil / ruido,Positiva,0.0058
capital_inicial_usd,ejercicio_dias_sem,-0.0058,0.0,0.681576,False,-0.0335,0.0219,-0.0027,0.850781,Muy débil / ruido,Negativa,0.0058
empleos_generados,attr_conocimiento_pct,-0.0058,0.0,0.68281,False,-0.0335,0.0219,-0.0225,0.111227,Muy débil / ruido,Negativa,0.0058
bienestar_psicologico,attr_oportunidad_pct,-0.0057,0.0,0.687189,False,-0.0334,0.022,-0.0022,0.874589,Muy débil / ruido,Negativa,0.0057
sacrificio_salud,ejercicio_dias_sem,0.0057,0.0,0.689168,False,-0.0221,0.0334,0.0057,0.688905,Muy débil / ruido,Positiva,0.0057
sacrificio_ocio_hobbies,attr_capital_inicial_pct,-0.0056,0.0,0.694625,False,-0.0333,0.0222,-0.0047,0.740173,Muy débil / ruido,Negativa,0.0056
roi_anualizado_pct,attr_red_pct,-0.0056,0.0,0.692554,False,-0.0333,0.0221,-0.008,0.56976,Muy débil / ruido,Negativa,0.0056
sacrificio_amigos,attr_suerte_pct,0.0056,0.0,0.694677,False,-0.0222,0.0333,0.0015,0.916646,Muy débil / ruido,Positiva,0.0056
ejercicio_dias_sem,satisfaccion_vida,-0.0055,0.0,0.699469,False,-0.0332,0.0223,-0.0045,0.750271,Muy débil / ruido,Negativa,0.0055
score_conocimiento,score_exito,-0.0055,0.0,0.695892,False,-0.0332,0.0222,-0.0084,0.554253,Muy débil / ruido,Negativa,0.0055
sacrificio_familia,score_disciplina,-0.0054,0.0,0.700923,False,-0.0331,0.0223,-0.0004,0.974895,Muy débil / ruido,Negativa,0.0054
empleos_generados,attr_oportunidad_pct,-0.0054,0.0,0.700528,False,-0.0332,0.0223,-0.0206,0.145255,Muy débil / ruido,Negativa,0.0054
capital_inicial_usd,attr_conocimiento_pct,0.0054,0.0,0.700851,False,-0.0223,0.0331,0.0065,0.646349,Muy débil / ruido,Positiva,0.0054
sacrificio_amor_pareja,score_conocimiento,0.0053,0.0,0.708062,False,-0.0224,0.033,0.008,0.569544,Muy débil / ruido,Positiva,0.0053
score_disciplina,hijos_num,0.0053,0.0,0.707806,False,-0.0224,0.033,0.0026,0.85384,Muy débil / ruido,Positiva,0.0053
anos_primer_millon,ejercicio_dias_sem,-0.0053,0.0,0.706934,False,-0.033,0.0224,-0.0071,0.614382,Muy débil / ruido,Negativa,0.0053
patrimonio_m_usd,attr_trabajo_duro_pct,-0.0052,0.0,0.714744,False,-0.0329,0.0226,0.0267,0.059129,Muy débil / ruido,Negativa,0.0052
score_disciplina,score_resiliencia,-0.0052,0.0,0.714172,False,-0.0329,0.0225,0.0035,0.806723,Muy débil / ruido,Negativa,0.0052
anos_primer_millon,sacrificio_total,0.0051,0.0,0.717165,False,-0.0226,0.0328,0.005,0.723409,Muy débil / ruido,Positiva,0.0051
sueno_horas_noche,attr_red_pct,-0.0051,0.0,0.720123,False,-0.0328,0.0227,-0.0088,0.53204,Muy débil / ruido,Negativa,0.0051
score_disciplina,score_vision,-0.0051,0.0,0.719062,False,-0.0328,0.0226,-0.0021,0.880795,Muy débil / ruido,Negativa,0.0051
score_red_contactos,empleos_generados,-0.0051,0.0,0.71913,False,-0.0328,0.0226,-0.008,0.571356,Muy débil / ruido,Negativa,0.0051
score_red_contactos,score_vision,-0.0051,0.0,0.715925,False,-0.0329,0.0226,-0.0008,0.956456,Muy débil / ruido,Negativa,0.0051
capital_inicial_usd,divorcios_num,-0.0051,0.0,0.717053,False,-0.0328,0.0226,-0.0091,0.519768,Muy débil / ruido,Negativa,0.0051
sueno_horas_noche,satisfaccion_vida,0.005,0.0,0.725215,False,-0.0228,0.0327,0.0037,0.792832,Muy débil / ruido,Positiva,0.005
score_conocimiento,score_red_contactos,-0.005,0.0,0.723276,False,-0.0327,0.0227,-0.0038,0.789601,Muy débil / ruido,Negativa,0.005
score_exito,attr_disciplina_pct,-0.005,0.0,0.722041,False,-0.0327,0.0227,0.0014,0.918979,Muy débil / ruido,Negativa,0.005
sacrificio_amor_pareja,score_exito,0.005,0.0,0.721225,False,-0.0227,0.0328,0.0093,0.509891,Muy débil / ruido,Positiva,0.005
anos_trayectoria_total,roi_anualizado_pct,0.0049,0.0,0.727183,False,-0.0228,0.0327,0.0032,0.820846,Muy débil / ruido,Positiva,0.0049
edad_inicio,bienestar_psicologico,0.0049,0.0,0.728194,False,-0.0228,0.0326,0.0085,0.548139,Muy débil / ruido,Positiva,0.0049
divorcios_num,ejercicio_dias_sem,0.0048,0.0,0.732065,False,-0.0229,0.0326,0.0027,0.84612,Muy débil / ruido,Positiva,0.0048
sueno_horas_noche,score_exito,0.0048,0.0,0.732496,False,-0.0229,0.0326,-0.0077,0.585258,Muy débil / ruido,Positiva,0.0048
score_vision,attr_suerte_pct,-0.0047,0.0,0.740169,False,-0.0324,0.023,-0.0033,0.813879,Muy débil / ruido,Negativa,0.0047
anos_primer_millon,capital_inicial_usd,-0.0047,0.0,0.737268,False,-0.0325,0.023,-0.0088,0.534837,Muy débil / ruido,Negativa,0.0047
sacrificio_salud,score_vision,0.0047,0.0,0.741148,False,-0.0231,0.0324,0.0028,0.840427,Muy débil / ruido,Positiva,0.0047
edad_inicio,attr_trabajo_duro_pct,-0.0047,0.0,0.739408,False,-0.0324,0.023,-0.0019,0.894554,Muy débil / ruido,Negativa,0.0047
hijos_num,attr_vision_pct,0.0047,0.0,0.738052,False,-0.023,0.0324,0.0032,0.821838,Muy débil / ruido,Positiva,0.0047
sacrificio_amor_pareja,attr_trabajo_duro_pct,-0.0046,0.0,0.744044,False,-0.0323,0.0231,0.001,0.945744,Muy débil / ruido,Negativa,0.0046
anos_primer_millon,attr_capital_inicial_pct,0.0046,0.0,0.747358,False,-0.0232,0.0323,0.0033,0.816888,Muy débil / ruido,Positiva,0.0046
sacrificio_familia,score_vision,0.0045,0.0,0.748088,False,-0.0232,0.0323,0.0064,0.6505,Muy débil / ruido,Positiva,0.0045
ejercicio_dias_sem,score_exito,-0.0045,0.0,0.749976,False,-0.0322,0.0232,-0.0105,0.459415,Muy débil / ruido,Negativa,0.0045
capital_inicial_usd,score_red_contactos,0.0045,0.0,0.748744,False,-0.0232,0.0322,0.0092,0.513293,Muy débil / ruido,Positiva,0.0045
sacrificio_amor_pareja,score_disciplina,-0.0045,0.0,0.751646,False,-0.0322,0.0232,-0.0029,0.836999,Muy débil / ruido,Negativa,0.0045
roi_anualizado_pct,score_red_contactos,-0.0044,0.0,0.756206,False,-0.0321,0.0233,-0.0032,0.821127,Muy débil / ruido,Negativa,0.0044
anos_trayectoria_total,satisfaccion_vida,-0.0044,0.0,0.755081,False,-0.0321,0.0233,-0.0091,0.519669,Muy débil / ruido,Negativa,0.0044
sacrificio_amigos,ejercicio_dias_sem,0.0044,0.0,0.754525,False,-0.0233,0.0321,-0.0048,0.732025,Muy débil / ruido,Positiva,0.0044
score_disciplina,bienestar_psicologico,-0.0044,0.0,0.753675,False,-0.0322,0.0233,-0.005,0.722416,Muy débil / ruido,Negativa,0.0044
ejercicio_dias_sem,attr_disciplina_pct,-0.0044,0.0,0.75776,False,-0.0321,0.0234,-0.0052,0.713988,Muy débil / ruido,Negativa,0.0044
anos_primer_millon,sacrificio_amigos,-0.0043,0.0,0.759675,False,-0.032,0.0234,-0.0059,0.6748,Muy débil / ruido,Negativa,0.0043
patrimonio_m_usd,empleos_generados,0.0043,0.0,0.758875,False,-0.0234,0.0321,0.0035,0.804856,Muy débil / ruido,Positiva,0.0043
roi_anualizado_pct,sacrificio_amigos,-0.0042,0.0,0.764466,False,-0.032,0.0235,-0.0091,0.518599,Muy débil / ruido,Negativa,0.0042
hijos_num,score_exito,-0.0042,0.0,0.76848,False,-0.0319,0.0236,-0.0025,0.862473,Muy débil / ruido,Negativa,0.0042
patrimonio_m_usd,horas_sem_pico,-0.0042,0.0,0.766005,False,-0.0319,0.0235,0.0206,0.144473,Muy débil / ruido,Negativa,0.0042
sacrificio_total,score_resiliencia,-0.0042,0.0,0.766483,False,-0.0319,0.0235,-0.0117,0.409233,Muy débil / ruido,Negativa,0.0042
divorcios_num,attr_conocimiento_pct,0.0041,0.0,0.770921,False,-0.0236,0.0318,0.0105,0.459621,Muy débil / ruido,Positiva,0.0041
sacrificio_salud,score_resiliencia,-0.0041,0.0,0.774127,False,-0.0318,0.0237,-0.0115,0.41535,Muy débil / ruido,Negativa,0.0041
anos_trayectoria_total,attr_conocimiento_pct,-0.004,0.0,0.77757,False,-0.0317,0.0237,-0.0054,0.702927,Muy débil / ruido,Negativa,0.004
edad_inicio,sacrificio_amor_pareja,0.004,0.0,0.776119,False,-0.0237,0.0317,0.0061,0.668353,Muy débil / ruido,Positiva,0.004
edad_inicio,score_vision,-0.0039,0.0,0.785137,False,-0.0316,0.0239,-0.0024,0.862541,Muy débil / ruido,Negativa,0.0039
anos_primer_millon,score_disciplina,0.0039,0.0,0.784414,False,-0.0239,0.0316,0.0024,0.865251,Muy débil / ruido,Positiva,0.0039
hijos_num,attr_suerte_pct,-0.0039,0.0,0.782816,False,-0.0316,0.0238,-0.0001,0.995531,Muy débil / ruido,Negativa,0.0039
edad_inicio,anos_primer_millon,-0.0037,0.0,0.794624,False,-0.0314,0.024,0.0004,0.979753,Muy débil / ruido,Negativa,0.0037
patrimonio_m_usd,attr_red_pct,0.0037,0.0,0.791672,False,-0.024,0.0315,0.0111,0.433223,Muy débil / ruido,Positiva,0.0037
score_vision,bienestar_psicologico,0.0037,0.0,0.791085,False,-0.024,0.0315,0.0083,0.555033,Muy débil / ruido,Positiva,0.0037
score_resiliencia,attr_capital_inicial_pct,-0.0037,0.0,0.790962,False,-0.0315,0.024,-0.002,0.887949,Muy débil / ruido,Negativa,0.0037
anos_primer_millon,horas_sem_pico,-0.0035,0.0,0.807096,False,-0.0312,0.0243,-0.0025,0.860978,Muy débil / ruido,Negativa,0.0035
sacrificio_amigos,score_resiliencia,0.0035,0.0,0.804038,False,-0.0242,0.0312,-0.0024,0.86595,Muy débil / ruido,Positiva,0.0035
sacrificio_familia,hijos_num,0.0035,0.0,0.807263,False,-0.0243,0.0312,0.0013,0.923986,Muy débil / ruido,Positiva,0.0035
score_disciplina,attr_suerte_pct,0.0035,0.0,0.804787,False,-0.0242,0.0312,0.0001,0.995682,Muy débil / ruido,Positiva,0.0035
sacrificio_sueno,score_disciplina,0.0034,0.0,0.807463,False,-0.0243,0.0312,0.0107,0.448357,Muy débil / ruido,Positiva,0.0034
patrimonio_m_usd,score_disciplina,0.0034,0.0,0.807612,False,-0.0243,0.0312,0.0098,0.487662,Muy débil / ruido,Positiva,0.0034
score_disciplina,attr_vision_pct,-0.0034,0.0,0.811049,False,-0.0311,0.0243,-0.0002,0.988753,Muy débil / ruido,Negativa,0.0034
sacrificio_ocio_hobbies,ejercicio_dias_sem,-0.0033,0.0,0.817735,False,-0.031,0.0245,-0.0055,0.696628,Muy débil / ruido,Negativa,0.0033
score_vision,hijos_num,-0.0033,0.0,0.815209,False,-0.031,0.0244,0.0028,0.841557,Muy débil / ruido,Negativa,0.0033
score_resiliencia,satisfaccion_vida,0.0032,0.0,0.823077,False,-0.0246,0.0309,0.0078,0.579362,Muy débil / ruido,Positiva,0.0032
sacrificio_amor_pareja,attr_capital_inicial_pct,0.0032,0.0,0.822675,False,-0.0246,0.0309,-0.003,0.834329,Muy débil / ruido,Positiva,0.0032
edad_inicio,score_red_contactos,0.0032,0.0,0.819072,False,-0.0245,0.031,0.0024,0.867242,Muy débil / ruido,Positiva,0.0032
score_conocimiento,empleos_generados,0.003,0.0,0.831173,False,-0.0247,0.0307,0.0047,0.737184,Muy débil / ruido,Positiva,0.003
score_red_contactos,score_resiliencia,-0.003,0.0,0.830939,False,-0.0307,0.0247,-0.0073,0.607346,Muy débil / ruido,Negativa,0.003
sacrificio_total,attr_capital_inicial_pct,-0.003,0.0,0.830173,False,-0.0308,0.0247,-0.0034,0.807716,Muy débil / ruido,Negativa,0.003
score_vision,divorcios_num,-0.003,0.0,0.832735,False,-0.0307,0.0247,0.0014,0.918418,Muy débil / ruido,Negativa,0.003
sacrificio_familia,attr_oportunidad_pct,-0.003,0.0,0.833018,False,-0.0307,0.0247,-0.002,0.887925,Muy débil / ruido,Negativa,0.003
hijos_num,attr_disciplina_pct,0.003,0.0,0.8296,False,-0.0247,0.0308,0.0028,0.844237,Muy débil / ruido,Positiva,0.003
sacrificio_amor_pareja,attr_conocimiento_pct,-0.003,0.0,0.830774,False,-0.0307,0.0247,-0.0024,0.863222,Muy débil / ruido,Negativa,0.003
anos_primer_millon,attr_oportunidad_pct,0.0029,0.0,0.836427,False,-0.0248,0.0306,0.0016,0.908081,Muy débil / ruido,Positiva,0.0029
sacrificio_familia,divorcios_num,0.0028,0.0,0.845725,False,-0.025,0.0305,0.0032,0.819263,Muy débil / ruido,Positiva,0.0028
ejercicio_dias_sem,attr_trabajo_duro_pct,-0.0028,0.0,0.843239,False,-0.0305,0.0249,-0.0054,0.701951,Muy débil / ruido,Negativa,0.0028
score_disciplina,attr_oportunidad_pct,0.0027,0.0,0.847998,False,-0.025,0.0304,0.0026,0.852623,Muy débil / ruido,Positiva,0.0027
sacrificio_ocio_hobbies,hijos_num,-0.0027,0.0,0.850381,False,-0.0304,0.0251,-0.0023,0.870469,Muy débil / ruido,Negativa,0.0027
edad_inicio,attr_red_pct,-0.0027,0.0,0.849815,False,-0.0304,0.025,-0.0028,0.841035,Muy débil / ruido,Negativa,0.0027
score_conocimiento,attr_red_pct,0.0027,0.0,0.851028,False,-0.0251,0.0304,0.0021,0.880545,Muy débil / ruido,Positiva,0.0027
sacrificio_amor_pareja,attr_oportunidad_pct,-0.0026,0.0,0.855141,False,-0.0303,0.0251,-0.0081,0.568317,Muy débil / ruido,Negativa,0.0026
edad_inicio,patrimonio_m_usd,-0.0025,0.0,0.859673,False,-0.0302,0.0252,-0.0088,0.531899,Muy débil / ruido,Negativa,0.0025
score_exito,attr_vision_pct,0.0024,0.0,0.867582,False,-0.0254,0.0301,0.0052,0.712273,Muy débil / ruido,Positiva,0.0024
anos_trayectoria_total,attr_oportunidad_pct,-0.0024,0.0,0.863667,False,-0.0301,0.0253,-0.0022,0.875679,Muy débil / ruido,Negativa,0.0024
patrimonio_m_usd,attr_disciplina_pct,-0.0023,0.0,0.87189,False,-0.03,0.0254,-0.0144,0.307265,Muy débil / ruido,Negativa,0.0023
anos_trayectoria_total,attr_capital_inicial_pct,0.0023,0.0,0.87043,False,-0.0254,0.03,0.0053,0.708328,Muy débil / ruido,Positiva,0.0023
score_resiliencia,hijos_num,-0.0023,0.0,0.869362,False,-0.03,0.0254,-0.0055,0.696466,Muy débil / ruido,Negativa,0.0023
horas_sem_pico,attr_trabajo_duro_pct,0.0023,0.0,0.871806,False,-0.0254,0.03,0.0055,0.695233,Muy débil / ruido,Positiva,0.0023
score_disciplina,score_conocimiento,0.0023,0.0,0.871399,False,-0.0254,0.03,0.0012,0.934044,Muy débil / ruido,Positiva,0.0023
score_vision,attr_red_pct,-0.0023,0.0,0.868157,False,-0.0301,0.0254,-0.0071,0.613755,Muy débil / ruido,Negativa,0.0023
sacrificio_ocio_hobbies,score_resiliencia,-0.0022,0.0,0.876681,False,-0.0299,0.0255,-0.0063,0.658019,Muy débil / ruido,Negativa,0.0022
roi_anualizado_pct,attr_oportunidad_pct,0.0022,0.0,0.877876,False,-0.0255,0.0299,0.0017,0.902737,Muy débil / ruido,Positiva,0.0022
sacrificio_salud,sueno_horas_noche,-0.0022,0.0,0.873835,False,-0.03,0.0255,-0.005,0.721588,Muy débil / ruido,Negativa,0.0022
patrimonio_m_usd,satisfaccion_vida,0.0021,0.0,0.879895,False,-0.0256,0.0299,-0.0018,0.90095,Muy débil / ruido,Positiva,0.0021
sacrificio_familia,sueno_horas_noche,0.0021,0.0,0.882213,False,-0.0256,0.0298,0.0017,0.905065,Muy débil / ruido,Positiva,0.0021
edad_inicio,attr_disciplina_pct,0.002,0.0,0.887042,False,-0.0257,0.0297,0.0005,0.973669,Muy débil / ruido,Positiva,0.002
divorcios_num,attr_trabajo_duro_pct,0.002,0.0,0.888485,False,-0.0257,0.0297,-0.0019,0.894803,Muy débil / ruido,Positiva,0.002
sacrificio_amor_pareja,score_vision,0.0019,0.0,0.890609,False,-0.0258,0.0297,0.0052,0.710986,Muy débil / ruido,Positiva,0.0019
sacrificio_total,hijos_num,0.0019,0.0,0.895018,False,-0.0259,0.0296,-0.0014,0.922077,Muy débil / ruido,Positiva,0.0019
sacrificio_amor_pareja,attr_suerte_pct,0.0019,0.0,0.89513,False,-0.0259,0.0296,-0.0017,0.903515,Muy débil / ruido,Positiva,0.0019
patrimonio_m_usd,attr_conocimiento_pct,-0.0019,0.0,0.894955,False,-0.0296,0.0259,0.0065,0.646036,Muy débil / ruido,Negativa,0.0019
score_vision,score_resiliencia,-0.0018,0.0,0.899495,False,-0.0295,0.0259,-0.0038,0.787082,Muy débil / ruido,Negativa,0.0018
roi_anualizado_pct,sacrificio_salud,0.0018,0.0,0.898329,False,-0.0259,0.0295,0.0028,0.84165,Muy débil / ruido,Positiva,0.0018
capital_inicial_usd,attr_trabajo_duro_pct,0.0018,0.0,0.898557,False,-0.0259,0.0295,0.0083,0.558423,Muy débil / ruido,Positiva,0.0018
score_conocimiento,satisfaccion_vida,0.0018,0.0,0.898429,False,-0.0259,0.0295,-0.0046,0.747647,Muy débil / ruido,Positiva,0.0018
patrimonio_m_usd,score_red_contactos,-0.0018,0.0,0.896838,False,-0.0296,0.0259,0.0102,0.47241,Muy débil / ruido,Negativa,0.0018
ejercicio_dias_sem,attr_oportunidad_pct,0.0017,0.0,0.905276,False,-0.026,0.0294,0.0035,0.804804,Muy débil / ruido,Positiva,0.0017
anos_primer_millon,score_vision,0.0017,0.0,0.90445,False,-0.026,0.0294,0.0062,0.663329,Muy débil / ruido,Positiva,0.0017
edad_inicio,satisfaccion_vida,0.0016,0.0,0.908555,False,-0.0261,0.0293,0.0015,0.915037,Muy débil / ruido,Positiva,0.0016
edad_inicio,horas_sem_pico,0.0016,0.0,0.912145,False,-0.0262,0.0293,0.0026,0.856617,Muy débil / ruido,Positiva,0.0016
bienestar_psicologico,attr_trabajo_duro_pct,-0.0015,0.0,0.91462,False,-0.0292,0.0262,-0.0075,0.597004,Muy débil / ruido,Negativa,0.0015
score_conocimiento,attr_oportunidad_pct,0.0014,0.0,0.91887,False,-0.0263,0.0292,0.0001,0.993578,Muy débil / ruido,Positiva,0.0014
score_conocimiento,divorcios_num,0.0014,0.0,0.920147,False,-0.0263,0.0291,-0.0016,0.909743,Muy débil / ruido,Positiva,0.0014
edad_inicio,roi_anualizado_pct,-0.0014,0.0,0.91963,False,-0.0291,0.0263,-0.0074,0.601924,Muy débil / ruido,Negativa,0.0014
divorcios_num,attr_disciplina_pct,-0.0014,0.0,0.921395,False,-0.0291,0.0263,0.0007,0.95935,Muy débil / ruido,Negativa,0.0014
sacrificio_ocio_hobbies,sueno_horas_noche,0.0013,0.0,0.925977,False,-0.0264,0.029,-0.0022,0.873917,Muy débil / ruido,Positiva,0.0013
sacrificio_amor_pareja,score_resiliencia,-0.0013,0.0,0.926514,False,-0.029,0.0264,-0.0002,0.99153,Muy débil / ruido,Negativa,0.0013
anos_trayectoria_total,score_red_contactos,-0.0012,0.0,0.9339,False,-0.0289,0.0265,-0.0032,0.82002,Muy débil / ruido,Negativa,0.0012
