variable,categoria,frecuencia,porcentaje
id,SUJ-1746,1,0.02
id,SUJ-1747,1,0.02
id,SUJ-1748,1,0.02
id,SUJ-1749,1,0.02
id,SUJ-1750,1,0.02
id,SUJ-1751,1,0.02
id,SUJ-1752,1,0.02
id,SUJ-1753,1,0.02
id,SUJ-1754,1,0.02
id,SUJ-1755,1,0.02
id,SUJ-1756,1,0.02
id,SUJ-1757,1,0.02
id,SUJ-1758,1,0.02
id,SUJ-1759,1,0.02
id,SUJ-1760,1,0.02
id,SUJ-1761,1,0.02
id,SUJ-1762,1,0.02
id,SUJ-1763,1,0.02
id,SUJ-1764,1,0.02
id,SUJ-1765,1,0.02
id,SUJ-1766,1,0.02
id,SUJ-1767,1,0.02
id,SUJ-1768,1,0.02
id,SUJ-1769,1,0.02
id,SUJ-1770,1,0.02
id,SUJ-1771,1,0.02
id,SUJ-1772,1,0.02
id,SUJ-1773,1,0.02
id,SUJ-1774,1,0.02
id,SUJ-1775,1,0.02
id,SUJ-1776,1,0.02
id,SUJ-1777,1,0.02
id,SUJ-1778,1,0.02
id,SUJ-1779,1,0.02
id,SUJ-1780,1,0.02
id,SUJ-1781,1,0.02
id,SUJ-1782,1,0.02
id,SUJ-1783,1,0.02
id,SUJ-1784,1,0.02
id,SUJ-1785,1,0.02
id,SUJ-1786,1,0.02
id,SUJ-1787,1,0.02
id,SUJ-1788,1,0.02
id,SUJ-1789,1,0.02
id,SUJ-1790,1,0.02
id,SUJ-1791,1,0.02
id,SUJ-1792,1,0.02
id,SUJ-1793,1,0.02
id,SUJ-1794,1,0.02
id,SUJ-1795,1,0.02
id,SUJ-1796,1,0.02
id,SUJ-1797,1,0.02
id,SUJ-1798,1,0.02
id,SUJ-1799,1,0.02
id,SUJ-1800,1,0.02
id,SUJ-1801,1,0.02
id,SUJ-1802,1,0.02
id,SUJ-1803,1,0.02
id,SUJ-1804,1,0.02
id,SUJ-1805,1,0.02
id,SUJ-1806,1,0.02
id,SUJ-1807,1,0.02
id,SUJ-1808,1,0.02
id,SUJ-1809,1,0.02
id,SUJ-1810,1,0.02
id,SUJ-1811,1,0.02
id,SUJ-1812,1,0.02
id,SUJ-1813,1,0.02
id,SUJ-1814,1,0.02
id,SUJ-1815,1,0.02
id,SUJ-1816,1,0.02
id,SUJ-1817,1,0.02
id,SUJ-1818,1,0.02
id,SUJ-1819,1,0.02
id,SUJ-1820,1,0.02
id,SUJ-1821,1,0.02
id,SUJ-1822,1,0.02
id,SUJ-1823,1,0.02
id,SUJ-1824,1,0.02
id,SUJ-1825,1,0.02
id,SUJ-1826,1,0.02
id,SUJ-1827,1,0.02
id,SUJ-1828,1,0.02
id,SUJ-1829,1,0.02
id,SUJ-1830,1,0.02
id,SUJ-1831,1,0.02
id,SUJ-1832,1,0.02
id,SUJ-1833,1,0.02
id,SUJ-1834,1,0.02
id,SUJ-1835,1,0.02
id,SUJ-1836,1,0.02
id,SUJ-1837,1,0.02
id,SUJ-1838,1,0.02
id,SUJ-1839,1,0.02
id,SUJ-1840,1,0.02
id,SUJ-1841,1,0.02
id,SUJ-1842,1,0.02
id,SUJ-1843,1,0.02
id,SUJ-1844,1,0.02
id,SUJ-1845,1,0.02
id,SUJ-1846,1,0.02
id,SUJ-1847,1,0.02
id,SUJ-1848,1,0.02
id,SUJ-1849,1,0.02
id,SUJ-1850,1,0.02
id,SUJ-1851,1,0.02
id,SUJ-1852,1,0.02
id,SUJ-1853,1,0.02
id,SUJ-1854,1,0.02
id,SUJ-1855,1,0.02
id,SUJ-1856,1,0.02
id,SUJ-1857,1,0.02
id,SUJ-1858,1,0.02
id,SUJ-1859,1,0.02
id,SUJ-1860,1,0.02
id,SUJ-1861,1,0.02
id,SUJ-1862,1,0.02
id,SUJ-1863,1,0.02
id,SUJ-1864,1,0.02
id,SUJ-1865,1,0.02
id,SUJ-1866,1,0.02
id,SUJ-1867,1,0.02
id,SUJ-1868,1,0.02
id,SUJ-1869,1,0.02
id,SUJ-1870,1,0.02
id,SUJ-1871,1,0.02
id,SUJ-1872,1,0.02
id,SUJ-1873,1,0.02
id,SUJ-1874,1,0.02
id,SUJ-1875,1,0.02
id,SUJ-1876,1,0.02
id,SUJ-1877,1,0.02
id,SUJ-1878,1,0.02
id,SUJ-1879,1,0.02
id,SUJ-1880,1,0.02
id,SUJ-1881,1,0.02
id,SUJ-1882,1,0.02
id,SUJ-1883,1,0.02
id,SUJ-1884,1,0.02
id,SUJ-1885,1,0.02
id,SUJ-1886,1,0.02
id,SUJ-1887,1,0.02
id,SUJ-1888,1,0.02
id,SUJ-1889,1,0.02
id,SUJ-1890,1,0.02
id,SUJ-1891,1,0.02
id,SUJ-1892,1,0.02
id,SUJ-1893,1,0.02
id,SUJ-1894,1,0.02
id,SUJ-1895,1,0.02
id,SUJ-1896,1,0.02
id,SUJ-1897,1,0.02
id,SUJ-1898,1,0.02
id,SUJ-1899,1,0.02
id,SUJ-1900,1,0.02
id,SUJ-1901,1,0.02
id,SUJ-1902,1,0.02
id,SUJ-1903,1,0.02
id,SUJ-1904,1,0.02
id,SUJ-1905,1,0.02
id,SUJ-1906,1,0.02
id,SUJ-1907,1,0.02
id,SUJ-1908,1,0.02
id,SUJ-1909,1,0.02
id,SUJ-1910,1,0.02
id,SUJ-1911,1,0.02
id,SUJ-1912,1,0.02
id,SUJ-1913,1,0.02
id,SUJ-1914,1,0.02
id,SUJ-1915,1,0.02
id,SUJ-1916,1,0.02
id,SUJ-1917,1,0.02
id,SUJ-1918,1,0.02
id,SUJ-1919,1,0.02
id,SUJ-1920,1,0.02
id,SUJ-1921,1,0.02
id,SUJ-1922,1,0.02
id,SUJ-1923,1,0.02
id,SUJ-1924,1,0.02
id,SUJ-1925,1,0.02
id,SUJ-1926,1,0.02
id,SUJ-1927,1,0.02
id,SUJ-1928,1,0.02
id,SUJ-1929,1,0.02
id,SUJ-1930,1,0.02
id,SUJ-1931,1,0.02
id,SUJ-1932,1,0.02
id,SUJ-1933,1,0.02
id,SUJ-1934,1,0.02
id,SUJ-1935,1,0.02
id,SUJ-1936,1,0.02
id,SUJ-1937,1,0.02
id,SUJ-1938,1,0.02
id,SUJ-1939,1,0.02
id,SUJ-1940,1,0.02
id,SUJ-1941,1,0.02
id,SUJ-1942,1,0.02
id,SUJ-1943,1,0.02
id,SUJ-1944,1,0.02
id,SUJ-1945,1,0.02
id,SUJ-1946,1,0.02
id,SUJ-1947,1,0.02
id,SUJ-1948,1,0.02
id,SUJ-1949,1,0.02
id,SUJ-1950,1,0.02
id,SUJ-1951,1,0.02
id,SUJ-1952,1,0.02
id,SUJ-1953,1,0.02
id,SUJ-1954,1,0.02
id,SUJ-1955,1,0.02
id,SUJ-1956,1,0.02
id,SUJ-1957,1,0.02
id,SUJ-1958,1,0.02
id,SUJ-1959,1,0.02
id,SUJ-1960,1,0.02
id,SUJ-1961,1,0.02
id,SUJ-1962,1,0.02
id,SUJ-1963,1,0.02
id,SUJ-1964,1,0.02
id,SUJ-1965,1,0.02
id,SUJ-1966,1,0.02
id,SUJ-1967,1,0.02
id,SUJ-1968,1,0.02
id,SUJ-1969,1,0.02
id,SUJ-1970,1,0.02
id,SUJ-1971,1,0.02
id,SUJ-1972,1,0.02
id,SUJ-1973,1,0.02
id,SUJ-1974,1,0.02
id,SUJ-1975,1,0.02
id,SUJ-1976,1,0.02
id,SUJ-1977,1,0.02
id,SUJ-1978,1,0.02
id,SUJ-1979,1,0.02
id,SUJ-1980,1,0.02
id,SUJ-1981,1,0.02
id,SUJ-1982,1,0.02
id,SUJ-1983,1,0.02
id,SUJ-1984,1,0.02
id,SUJ-1985,1,0.02
id,SUJ-1986,1,0.02
id,SUJ-1987,1,0.02
id,SUJ-1988,1,0.02
id,SUJ-1989,1,0.02
id,SUJ-1990,1,0.02
id,SUJ-1991,1,0.02
id,SUJ-1992,1,0.02
id,SUJ-1993,1,0.02
id,SUJ-1994,1,0.02
id,SUJ-1995,1,0.02
id,SUJ-1996,1,0.02
id,SUJ-1997,1,0.02
id,SUJ-1998,1,0.02
id,SUJ-1999,1,0.02
id,SUJ-2000,1,0.02
id,SUJ-2001,1,0.02
id,SUJ-2002,1,0.02
id,SUJ-2003,1,0.02
id,SUJ-2004,1,0.02
id,SUJ-2005,1,0.02
id,SUJ-2006,1,0.02
id,SUJ-2007,1,0.02
id,SUJ-2008,1,0.02
id,SUJ-2009,1,0.02
id,SUJ-2010,1,0.02
id,SUJ-2011,1,0.02
id,SUJ-2012,1,0.02
id,SUJ-2013,1,0.02
id,SUJ-2014,1,0.02
id,SUJ-2015,1,0.02
id,SUJ-2016,1,0.02
id,SUJ-2017,1,0.02
id,SUJ-2018,1,0.02
id,SUJ-2019,1,0.02
id,SUJ-2020,1,0.02
id,SUJ-2021,1,0.02
id,SUJ-2022,1,0.02
id,SUJ-2023,1,0.02
id,SUJ-2024,1,0.02
id,SUJ-2025,1,0.02
id,SUJ-2026,1,0.02
id,SUJ-2027,1,0.02
id,SUJ-2028,1,0.02
id,SUJ-2029,1,0.02
id,SUJ-2030,1,0.02
id,SUJ-2031,1,0.02
id,SUJ-2032,1,0.02
id,SUJ-2033,1,0.02
id,SUJ-2034,1,0.02
id,SUJ-2035,1,0.02
id,SUJ-2036,1,0.02
id,SUJ-2037,1,0.02
id,SUJ-2038,1,0.02
id,SUJ-2039,1,0.02
id,SUJ-2040,1,0.02
id,SUJ-2041,1,0.02
id,SUJ-2042,1,0.02
id,SUJ-2043,1,0.02
id,SUJ-2044,1,0.02
id,SUJ-2045,1,0.02
id,SUJ-2046,1,0.02
id,SUJ-2047,1,0.02
id,SUJ-2048,1,0.02
id,SUJ-2049,1,0.02
id,SUJ-2050,1,0.02
id,SUJ-2051,1,0.02
id,SUJ-2052,1,0.02
id,SUJ-2053,1,0.02
id,SUJ-2054,1,0.02
id,SUJ-2055,1,0.02
id,SUJ-2056,1,0.02
id,SUJ-2057,1,0.02
id,SUJ-2058,1,0.02
id,SUJ-2059,1,0.02
id,SUJ-2060,1,0.02
id,SUJ-2061,1,0.02
id,SUJ-2062,1,0.02
id,SUJ-2063,1,0.02
id,SUJ-2064,1,0.02
id,SUJ-2065,1,0.02
id,SUJ-2066,1,0.02
id,SUJ-2067,1,0.02
id,SUJ-2068,1,0.02
id,SUJ-2069,1,0.02
id,SUJ-2070,1,0.02
id,SUJ-2071,1,0.02
id,SUJ-2072,1,0.02
id,SUJ-2073,1,0.02
id,SUJ-2074,1,0.02
id,SUJ-2075,1,0.02
id,SUJ-2076,1,0.02
id,SUJ-2077,1,0.02
id,SUJ-2078,1,0.02
id,SUJ-2079,1,0.02
id,SUJ-2080,1,0.02
id,SUJ-2081,1,0.02
id,SUJ-2082,1,0.02
id,SUJ-2083,1,0.02
id,SUJ-2084,1,0.02
id,SUJ-2085,1,0.02
id,SUJ-2086,1,0.02
id,SUJ-2087,1,0.02
id,SUJ-2088,1,0.02
id,SUJ-2089,1,0.02
id,SUJ-2090,1,0.02
id,SUJ-2091,1,0.02
id,SUJ-2092,1,0.02
id,SUJ-2093,1,0.02
id,SUJ-2094,1,0.02
id,SUJ-2095,1,0.02
id,SUJ-2096,1,0.02
id,SUJ-2097,1,0.02
id,SUJ-2098,1,0.02
id,SUJ-2099,1,0.02
id,SUJ-2100,1,0.02
id,SUJ-2101,1,0.02
id,SUJ-2102,1,0.02
id,SUJ-2103,1,0.02
id,SUJ-2104,1,0.02
id,SUJ-2105,1,0.02
id,SUJ-2106,1,0.02
id,SUJ-2107,1,0.02
id,SUJ-2108,1,0.02
id,SUJ-2109,1,0.02
id,SUJ-2110,1,0.02
id,SUJ-2111,1,0.02
id,SUJ-2112,1,0.02
id,SUJ-2113,1,0.02
id,SUJ-2114,1,0.02
id,SUJ-2115,1,0.02
id,SUJ-2116,1,0.02
id,SUJ-2117,1,0.02
id,SUJ-2118,1,0.02
id,SUJ-2119,1,0.02
id,SUJ-2120,1,0.02
id,SUJ-2121,1,0.02
id,SUJ-2122,1,0.02
id,SUJ-2123,1,0.02
id,SUJ-2124,1,0.02
id,SUJ-2125,1,0.02
id,SUJ-2126,1,0.02
id,SUJ-2127,1,0.02
id,SUJ-2128,1,0.02
id,SUJ-2129,1,0.02
id,SUJ-2130,1,0.02
id,SUJ-2131,1,0.02
id,SUJ-2132,1,0.02
id,SUJ-2133,1,0.02
id,SUJ-2134,1,0.02
id,SUJ-2135,1,0.02
id,SUJ-2136,1,0.02
id,SUJ-2137,1,0.02
id,SUJ-2138,1,0.02
id,SUJ-2139,1,0.02
id,SUJ-2140,1,0.02
id,SUJ-2141,1,0.02
id,SUJ-2142,1,0.02
id,SUJ-2143,1,0.02
id,SUJ-2144,1,0.02
id,SUJ-2145,1,0.02
id,SUJ-2146,1,0.02
id,SUJ-2147,1,0.02
id,SUJ-2148,1,0.02
id,SUJ-2149,1,0.02
id,SUJ-2150,1,0.02
id,SUJ-2151,1,0.02
id,SUJ-2152,1,0.02
id,SUJ-2153,1,0.02
id,SUJ-2154,1,0.02
id,SUJ-2155,1,0.02
id,SUJ-2156,1,0.02
id,SUJ-2157,1,0.02
id,SUJ-2158,1,0.02
id,SUJ-2159,1,0.02
id,SUJ-2160,1,0.02
id,SUJ-2161,1,0.02
id,SUJ-2162,1,0.02
id,SUJ-2163,1,0.02
id,SUJ-2164,1,0.02
id,SUJ-2165,1,0.02
id,SUJ-2166,1,0.02
id,SUJ-2167,1,0.02
id,SUJ-2168,1,0.02
id,SUJ-2169,1,0.02
id,SUJ-2170,1,0.02
id,SUJ-2171,1,0.02
id,SUJ-2172,1,0.02
id,SUJ-2173,1,0.02
id,SUJ-2174,1,0.02
id,SUJ-2175,1,0.02
id,SUJ-2176,1,0.02
id,SUJ-2177,1,0.02
id,SUJ-2178,1,0.02
id,SUJ-2179,1,0.02
id,SUJ-2180,1,0.02
id,SUJ-2181,1,0.02
id,SUJ-2182,1,0.02
id,SUJ-2183,1,0.02
id,SUJ-2184,1,0.02
id,SUJ-2185,1,0.02
id,SUJ-2186,1,0.02
id,SUJ-2187,1,0.02
id,SUJ-2188,1,0.02
id,SUJ-2189,1,0.02
id,SUJ-2190,1,0.02
id,SUJ-2191,1,0.02
id,SUJ-2192,1,0.02
id,SUJ-2193,1,0.02
id,SUJ-2194,1,0.02
id,SUJ-2195,1,0.02
id,SUJ-2196,1,0.02
id,SUJ-2197,1,0.02
id,SUJ-2198,1,0.02
id,SUJ-2199,1,0.02
id,SUJ-2200,1,0.02
id,SUJ-2201,1,0.02
id,SUJ-2202,1,0.02
id,SUJ-2203,1,0.02
id,SUJ-2204,1,0.02
id,SUJ-2205,1,0.02
id,SUJ-2206,1,0.02
id,SUJ-2207,1,0.02
id,SUJ-2208,1,0.02
id,SUJ-2209,1,0.02
id,SUJ-2210,1,0.02
id,SUJ-2211,1,0.02
id,SUJ-2212,1,0.02
id,SUJ-2213,1,0.02
id,SUJ-2214,1,0.02
id,SUJ-2215,1,0.02
id,SUJ-2216,1,0.02
id,SUJ-2217,1,0.02
id,SUJ-2218,1,0.02
id,SUJ-2219,1,0.02
id,SUJ-2220,1,0.02
id,SUJ-2221,1,0.02
id,SUJ-2222,1,0.02
id,SUJ-2223,1,0.02
id,SUJ-2224,1,0.02
id,SUJ-2225,1,0.02
id,SUJ-2226,1,0.02
id,SUJ-2227,1,0.02
id,SUJ-2228,1,0.02
id,SUJ-2229,1,0.02
id,SUJ-2230,1,0.02
id,SUJ-2231,1,0.02
id,SUJ-2232,1,0.02
id,SUJ-2233,1,0.02
id,SUJ-2234,1,0.02
id,SUJ-2235,1,0.02
id,SUJ-2236,1,0.02
id,SUJ-2237,1,0.02
id,SUJ-2238,1,0.02
id,SUJ-2239,1,0.02
id,SUJ-2240,1,0.02
id,SUJ-2241,1,0.02
id,SUJ-2242,1,0.02
id,SUJ-2243,1,0.02
id,SUJ-2244,1,0.02
id,SUJ-2245,1,0.02
id,SUJ-2246,1,0.02
id,SUJ-2247,1,0.02
id,SUJ-2248,1,0.02
id,SUJ-2249,1,0.02
id,SUJ-2250,1,0.02
id,SUJ-2251,1,0.02
id,SUJ-2252,1,0.02
id,SUJ-2253,1,0.02
id,SUJ-2254,1,0.02
id,SUJ-2255,1,0.02
id,SUJ-2256,1,0.02
id,SUJ-2257,1,0.02
id,SUJ-2258,1,0.02
id,SUJ-2259,1,0.02
id,SUJ-2260,1,0.02
id,SUJ-2261,1,0.02
id,SUJ-2262,1,0.02
id,SUJ-2263,1,0.02
id,SUJ-2264,1,0.02
id,SUJ-2265,1,0.02
id,SUJ-2266,1,0.02
id,SUJ-2267,1,0.02
id,SUJ-2268,1,0.02
id,SUJ-2269,1,0.02
id,SUJ-2270,1,0.02
id,SUJ-2271,1,0.02
id,SUJ-2272,1,0.02
id,SUJ-2273,1,0.02
id,SUJ-2274,1,0.02
id,SUJ-2275,1,0.02
id,SUJ-2276,1,0.02
id,SUJ-2277,1,0.02
id,SUJ-2278,1,0.02
id,SUJ-2279,1,0.02
id,SUJ-2280,1,0.02
id,SUJ-2281,1,0.02
id,SUJ-2282,1,0.02
id,SUJ-2283,1,0.02
id,SUJ-2284,1,0.02
id,SUJ-2285,1,0.02
id,SUJ-2286,1,0.02
id,SUJ-2287,1,0.02
id,SUJ-2288,1,0.02
id,SUJ-2289,1,0.02
id,SUJ-2290,1,0.02
id,SUJ-2291,1,0.02
id,SUJ-2292,1,0.02
id,SUJ-2293,1,0.02
id,SUJ-2294,1,0.02
id,SUJ-2295,1,0.02
id,SUJ-2296,1,0.02
id,SUJ-2297,1,0.02
id,SUJ-2298,1,0.02
id,SUJ-2299,1,0.02
id,SUJ-2300,1,0.02
id,SUJ-2301,1,0.02
id,SUJ-2302,1,0.02
id,SUJ-2303,1,0.02
id,SUJ-2304,1,0.02
id,SUJ-2305,1,0.02
id,SUJ-2306,1,0.02
id,SUJ-2307,1,0.02
id,SUJ-2308,1,0.02
id,SUJ-2309,1,0.02
id,SUJ-2310,1,0.02
id,SUJ-2311,1,0.02
id,SUJ-2312,1,0.02
id,SUJ-2313,1,0.02
id,SUJ-2314,1,0.02
id,SUJ-2315,1,0.02
id,SUJ-2316,1,0.02
id,SUJ-2317,1,0.02
id,SUJ-2318,1,0.02
id,SUJ-2319,1,0.02
id,SUJ-2320,1,0.02
id,SUJ-2321,1,0.02
id,SUJ-2322,1,0.02
id,SUJ-2323,1,0.02
id,SUJ-2324,1,0.02
id,SUJ-2325,1,0.02
id,SUJ-2326,1,0.02
id,SUJ-2327,1,0.02
id,SUJ-2328,1,0.02
id,SUJ-2329,1,0.02
id,SUJ-2330,1,0.02
id,SUJ-2331,1,0.02
id,SUJ-2332,1,0.02
id,SUJ-2333,1,0.02
id,SUJ-2334,1,0.02
id,SUJ-2335,1,0.02
id,SUJ-2336,1,0.02
id,SUJ-2337,1,0.02
id,SUJ-2338,1,0.02
id,SUJ-2339,1,0.02
id,SUJ-2340,1,0.02
id,SUJ-2341,1,0.02
id,SUJ-2342,1,0.02
id,SUJ-2343,1,0.02
id,SUJ-2344,1,0.02
id,SUJ-2345,1,0.02
id,SUJ-2346,1,0.02
id,SUJ-2347,1,0.02
id,SUJ-2348,1,0.02
id,SUJ-2349,1,0.02
id,SUJ-2350,1,0.02
id,SUJ-2351,1,0.02
id,SUJ-2352,1,0.02
id,SUJ-2353,1,0.02
id,SUJ-2354,1,0.02
id,SUJ-2355,1,0.02
id,SUJ-2356,1,0.02
id,SUJ-2357,1,0.02
id,SUJ-2358,1,0.02
id,SUJ-2359,1,0.02
id,SUJ-2360,1,0.02
id,SUJ-2361,1,0.02
id,SUJ-2362,1,0.02
id,SUJ-2363,1,0.02
id,SUJ-2364,1,0.02
id,SUJ-2365,1,0.02
id,SUJ-2366,1,0.02
id,SUJ-2367,1,0.02
id,SUJ-2368,1,0.02
id,SUJ-2369,1,0.02
id,SUJ-2370,1,0.02
id,SUJ-2371,1,0.02
id,SUJ-2372,1,0.02
id,SUJ-2373,1,0.02
id,SUJ-2374,1,0.02
id,SUJ-2375,1,0.02
id,SUJ-2376,1,0.02
id,SUJ-2377,1,0.02
id,SUJ-2378,1,0.02
id,SUJ-2379,1,0.02
id,SUJ-2380,1,0.02
id,SUJ-2381,1,0.02
id,SUJ-2382,1,0.02
id,SUJ-2383,1,0.02
id,SUJ-2384,1,0.02
id,SUJ-2385,1,0.02
id,SUJ-2386,1,0.02
id,SUJ-2387,1,0.02
id,SUJ-2388,1,0.02
id,SUJ-2389,1,0.02
id,SUJ-2390,1,0.02
id,SUJ-2391,1,0.02
id,SUJ-2392,1,0.02
id,SUJ-2393,1,0.02
id,SUJ-2394,1,0.02
id,SUJ-2395,1,0.02
id,SUJ-2396,1,0.02
id,SUJ-2397,1,0.02
id,SUJ-2398,1,0.02
id,SUJ-2399,1,0.02
id,SUJ-2400,1,0.02
id,SUJ-2401,1,0.02
id,SUJ-2402,1,0.02
id,SUJ-2403,1,0.02
id,SUJ-2404,1,0.02
id,SUJ-2405,1,0.02
id,SUJ-2406,1,0.02
id,SUJ-2407,1,0.02
id,SUJ-2408,1,0.02
id,SUJ-2409,1,0.02
id,SUJ-2410,1,0.02
id,SUJ-2411,1,0.02
id,SUJ-2412,1,0.02
id,SUJ-2413,1,0.02
id,SUJ-2414,1,0.02
id,SUJ-2415,1,0.02
id,SUJ-2416,1,0.02
id,SUJ-2417,1,0.02
id,SUJ-2418,1,0.02
id,SUJ-2419,1,0.02
id,SUJ-2420,1,0.02
id,SUJ-2421,1,0.02
id,SUJ-2422,1,0.02
id,SUJ-2423,1,0.02
id,SUJ-2424,1,0.02
id,SUJ-2425,1,0.02
id,SUJ-2426,1,0.02
id,SUJ-2427,1,0.02
id,SUJ-2428,1,0.02
id,SUJ-2429,1,0.02
id,SUJ-2430,1,0.02
id,SUJ-2431,1,0.02
id,SUJ-2432,1,0.02
id,SUJ-2433,1,0.02
id,SUJ-2434,1,0.02
id,SUJ-2435,1,0.02
id,SUJ-2436,1,0.02
id,SUJ-2437,1,0.02
id,SUJ-2438,1,0.02
id,SUJ-2439,1,0.02
id,SUJ-2440,1,0.02
id,SUJ-2441,1,0.02
id,SUJ-2442,1,0.02
id,SUJ-2443,1,0.02
id,SUJ-2444,1,0.02
id,SUJ-2445,1,0.02
id,SUJ-2446,1,0.02
id,SUJ-2447,1,0.02
id,SUJ-2448,1,0.02
id,SUJ-2449,1,0.02
id,SUJ-2450,1,0.02
id,SUJ-2451,1,0.02
id,SUJ-2452,1,0.02
id,SUJ-2453,1,0.02
id,SUJ-2454,1,0.02
id,SUJ-2455,1,0.02
id,SUJ-2456,1,0.02
id,SUJ-2457,1,0.02
id,SUJ-2458,1,0.02
id,SUJ-2459,1,0.02
id,SUJ-2460,1,0.02
id,SUJ-2461,1,0.02
id,SUJ-2462,1,0.02
id,SUJ-2463,1,0.02
id,SUJ-2464,1,0.02
id,SUJ-2465,1,0.02
id,SUJ-2466,1,0.02
id,SUJ-2467,1,0.02
id,SUJ-2468,1,0.02
id,SUJ-2469,1,0.02
id,SUJ-2470,1,0.02
id,SUJ-2471,1,0.02
id,SUJ-2472,1,0.02
id,SUJ-2473,1,0.02
id,SUJ-2474,1,0.02
id,SUJ-2475,1,0.02
id,SUJ-2476,1,0.02
id,SUJ-2477,1,0.02
id,SUJ-2478,1,0.02
id,SUJ-2479,1,0.02
id,SUJ-2480,1,0.02
id,SUJ-2481,1,0.02
id,SUJ-2482,1,0.02
id,SUJ-2483,1,0.02
id,SUJ-2484,1,0.02
id,SUJ-2485,1,0.02
id,SUJ-2486,1,0.02
id,SUJ-2487,1,0.02
id,SUJ-2488,1,0.02
id,SUJ-2489,1,0.02
id,SUJ-2490,1,0.02
id,SUJ-2491,1,0.02
id,SUJ-2492,1,0.02
id,SUJ-2493,1,0.02
id,SUJ-2494,1,0.02
id,SUJ-2495,1,0.02
id,SUJ-2496,1,0.02
id,SUJ-2497,1,0.02
id,SUJ-2498,1,0.02
id,SUJ-2499,1,0.02
id,SUJ-2500,1,0.02
id,SUJ-2501,1,0.02
id,SUJ-2502,1,0.02
id,SUJ-2503,1,0.02
id,SUJ-2504,1,0.02
id,SUJ-2505,1,0.02
id,SUJ-2506,1,0.02
id,SUJ-2507,1,0.02
id,SUJ-2508,1,0.02
id,SUJ-2509,1,0.02
id,SUJ-2510,1,0.02
id,SUJ-2511,1,0.02
id,SUJ-2512,1,0.02
id,SUJ-2513,1,0.02
id,SUJ-2514,1,0.02
id,SUJ-2515,1,0.02
id,SUJ-2516,1,0.02
id,SUJ-2517,1,0.02
id,SUJ-2518,1,0.02
id,SUJ-2519,1,0.02
id,SUJ-2520,1,0.02
id,SUJ-2521,1,0.02
id,SUJ-2522,1,0.02
id,SUJ-2523,1,0.02
id,SUJ-2524,1,0.02
id,SUJ-2525,1,0.02
id,SUJ-2526,1,0.02
id,SUJ-2527,1,0.02
id,SUJ-2528,1,0.02
id,SUJ-2529,1,0.02
id,SUJ-2530,1,0.02
id,SUJ-2531,1,0.02
id,SUJ-2532,1,0.02
id,SUJ-2533,1,0.02
id,SUJ-2534,1,0.02
id,SUJ-2535,1,0.02
id,SUJ-2536,1,0.02
id,SUJ-2537,1,0.02
id,SUJ-2538,1,0.02
id,SUJ-2539,1,0.02
id,SUJ-2540,1,0.02
id,SUJ-2541,1,0.02
id,SUJ-2542,1,0.02
id,SUJ-2543,1,0.02
id,SUJ-2544,1,0.02
id,SUJ-2545,1,0.02
id,SUJ-2546,1,0.02
id,SUJ-2547,1,0.02
id,SUJ-2548,1,0.02
id,SUJ-2549,1,0.02
id,SUJ-2550,1,0.02
id,SUJ-2551,1,0.02
id,SUJ-2552,1,0.02
id,SUJ-2553,1,0.02
id,SUJ-2554,1,0.02
id,SUJ-2555,1,0.02
id,SUJ-2556,1,0.02
id,SUJ-2557,1,0.02
id,SUJ-2558,1,0.02
id,SUJ-2559,1,0.02
id,SUJ-2560,1,0.02
id,SUJ-2561,1,0.02
id,SUJ-2562,1,0.02
id,SUJ-2563,1,0.02
id,SUJ-2564,1,0.02
id,SUJ-2565,1,0.02
id,SUJ-2566,1,0.02
id,SUJ-2567,1,0.02
id,SUJ-2568,1,0.02
id,SUJ-2569,1,0.02
id,SUJ-2570,1,0.02
id,SUJ-2571,1,0.02
id,SUJ-2572,1,0.02
id,SUJ-2573,1,0.02
id,SUJ-2574,1,0.02
id,SUJ-2575,1,0.02
id,SUJ-2576,1,0.02
id,SUJ-2577,1,0.02
id,SUJ-2578,1,0.02
id,SUJ-2579,1,0.02
id,SUJ-2580,1,0.02
id,SUJ-2581,1,0.02
id,SUJ-2582,1,0.02
id,SUJ-2583,1,0.02
id,SUJ-2584,1,0.02
id,SUJ-2585,1,0.02
id,SUJ-2586,1,0.02
id,SUJ-2587,1,0.02
id,SUJ-2588,1,0.02
id,SUJ-2589,1,0.02
id,SUJ-2590,1,0.02
id,SUJ-2591,1,0.02
id,SUJ-2592,1,0.02
id,SUJ-2593,1,0.02
id,SUJ-2594,1,0.02
id,SUJ-2595,1,0.02
id,SUJ-2596,1,0.02
id,SUJ-2597,1,0.02
id,SUJ-2598,1,0.02
id,SUJ-2599,1,0.02
id,SUJ-2600,1,0.02
id,SUJ-2601,1,0.02
id,SUJ-2602,1,0.02
id,SUJ-2603,1,0.02
id,SUJ-2604,1,0.02
id,SUJ-2605,1,0.02
id,SUJ-2606,1,0.02
id,SUJ-2607,1,0.02
id,SUJ-2608,1,0.02
id,SUJ-2609,1,0.02
id,SUJ-2610,1,0.02
id,SUJ-2611,1,0.02
id,SUJ-2612,1,0.02
id,SUJ-2613,1,0.02
id,SUJ-2614,1,0.02
id,SUJ-2615,1,0.02
id,SUJ-2616,1,0.02
id,SUJ-2617,1,0.02
id,SUJ-2618,1,0.02
